iter	Passed	Remaining
1653	12421	25128
1654	12428	25120
1655	12435	25112
1656	12442	25102
1657	12448	25092
1658	12454	25081
1659	12461	25072
1660	12468	25063
1661	12474	25054
1662	12481	25046
1663	12488	25036
1664	12495	25028
1665	12501	25018
1666	12507	25007
1667	12514	24999
1668	12520	24988
1669	12526	24978
1670	12532	24967
1671	12537	24955
1672	12543	24945
1673	12550	24935
1674	12556	24926
1675	12562	24915
1676	12568	24905
1677	12575	24895
1678	12581	24884
1679	12587	24875
1680	12596	24870
1681	12604	24863
1682	12610	24854
1683	12617	24845
1684	12622	24833
1685	12629	24823
1686	12635	24813
1687	12640	24802
1688	12646	24792
1689	12653	24783
1690	12659	24772
1691	12665	24761
1692	12671	24751
1693	12677	24740
1694	12683	24730
1695	12688	24719
1696	12695	24709
1697	12701	24699
1698	12707	24688
1699	12713	24679
1700	12719	24669
1701	12726	24659
1702	12732	24650
1703	12739	24641
1704	12745	24632
1705	12751	24621
1706	12757	24610
1707	12763	24601
1708	12770	24591
1709	12776	24581
1710	12782	24571
1711	12788	24561
1712	12795	24552
1713	12801	24542
1714	12808	24533
1715	12815	24524
1716	12821	24514
1717	12827	24505
1718	12833	24495
1719	12839	24485
1720	12846	24475
1721	12852	24465
1722	12858	24456
1723	12864	24446
1724	12870	24435
1725	12877	24426
1726	12884	24418
1727	12890	24408
1728	12896	24398
1729	12902	24388
1730	12909	24380
1731	12916	24371
1732	12922	24360
1733	12928	24350
1734	12933	24339
1735	12940	24329
1736	12945	24318
1737	12951	24308
1738	12958	24299
1739	12964	24289
1740	12970	24279
1741	12975	24268
1742	12981	24256
1743	12987	24247
1744	12992	24236
1745	12998	24224
1746	13004	24215
1747	13010	24205
1748	13017	24196
1749	13022	24184
1750	13027	24173
1751	13033	24161
1752	13038	24151
1753	13045	24141
1754	13051	24131
1755	13057	24121
1756	13063	24111
1757	13069	24101
1758	13075	24091
1759	13080	24080
1760	13087	24071
1761	13093	24061
1762	13098	24050
1763	13106	24043
1764	13112	24032
1765	13118	24022
1766	13123	24012
1767	13130	24002
1768	13136	23993
1769	13141	23982
1770	13147	23971
1771	13153	23961
1772	13159	23951
1773	13165	23941
1774	13171	23931
1775	13177	23921
1776	13183	23912
1777	13188	23900
1778	13194	23890
1779	13200	23880
1780	13206	23869
1781	13212	23859
1782	13220	23852
1783	13226	23843
1784	13233	23834
1785	13239	23824
1786	13244	23813
1787	13250	23804
1788	13257	23794
1789	13263	23785
1790	13268	23774
1791	13274	23763
1792	13281	23754
1793	13286	23744
1794	13293	23735
1795	13300	23727
1796	13307	23719
1797	13315	23713
1798	13325	23710
1799	13334	23706
1800	13344	23702
1801	13352	23697
1802	13361	23692
1803	13371	23688
1804	13380	23685
1805	13390	23680
1806	13401	23679
1807	13411	23677
1808	13419	23670
1809	13428	23666
1810	13436	23660
1811	13446	23656
1812	13454	23651
1813	13463	23645
1814	13471	23640
1815	13480	23634
1816	13487	23627
1817	13494	23619
1818	13501	23611
1819	13510	23605
1820	13517	23597
1821	13524	23590
1822	13531	23581
1823	13538	23574
1824	13547	23568
1825	13555	23562
1826	13562	23555
1827	13570	23548
1828	13579	23543
1829	13590	23541
1830	13598	23536
1831	13608	23532
1832	13616	23526
1833	13626	23522
1834	13636	23520
1835	13646	23516
1836	13655	23513
1837	13664	23506
1838	13671	23499
1839	13680	23495
1840	13689	23489
1841	13699	23487
1842	13710	23484
1843	13719	23480
1844	13726	23473
1845	13735	23468
1846	13743	23461
1847	13752	23456
1848	13760	23450
1849	13770	23447
1850	13778	23440
1851	13788	23436
1852	13795	23429
1853	13804	23424
1854	13812	23418
1855	13821	23413
1856	13829	23406
1857	13837	23399
1858	13845	23393
1859	13856	23391
1860	13864	23385
1861	13872	23379
1862	13880	23371
1863	13887	23364
1864	13897	23361
1865	13906	23356
1866	13915	23352
1867	13923	23345
1868	13933	23341
1869	13941	23335
1870	13950	23330
1871	13958	23324
1872	13968	23321
1873	13977	23316
1874	13985	23309
1875	13994	23304
1876	14002	23297
1877	14010	23291
1878	14018	23285
1879	14026	23278
1880	14035	23273
1881	14045	23269
1882	14052	23262
1883	14062	23258
1884	14072	23254
1885	14080	23248
1886	14089	23243
1887	14098	23239
1888	14106	23232
1889	14115	23227
1890	14123	23220
1891	14130	23212
1892	14138	23206
1893	14146	23199
1894	14154	23192
1895	14162	23186
1896	14170	23178
1897	14177	23170
1898	14184	23162
1899	14192	23156
1900	14200	23148
1901	14208	23142
1902	14215	23134
1903	14225	23130
1904	14233	23124
1905	14241	23118
1906	14249	23111
1907	14258	23107
1908	14266	23100
1909	14276	23095
1910	14284	23090
1911	14291	23081
1912	14298	23073
1913	14307	23068
1914	14318	23066
1915	14326	23060
1916	14337	23057
1917	14345	23051
1918	14354	23047
1919	14364	23043
1920	14375	23040
1921	14384	23036
1922	14392	23029
1923	14400	23023
1924	14411	23021
1925	14424	23022
1926	14436	23022
1927	14447	23019
1928	14457	23016
1929	14466	23011
1930	14475	23005
1931	14486	23003
1932	14495	22998
1933	14504	22994
1934	14513	22989
1935	14524	22986
1936	14532	22980
1937	14540	22974
1938	14548	22966
1939	14556	22960
1940	14567	22957
1941	14578	22956
1942	14588	22952
1943	14597	22947
1944	14605	22941
1945	14613	22933
1946	14621	22927
1947	14629	22920
1948	14637	22913
1949	14645	22906
1950	14654	22901
1951	14662	22894
1952	14670	22888
1953	14679	22883
1954	14687	22876
1955	14696	22871
1956	14704	22864
1957	14713	22859
1958	14720	22851
1959	14729	22845
1960	14737	22839
1961	14745	22832
1962	14754	22827
1963	14763	22821
1964	14772	22816
1965	14781	22811
1966	14791	22807
1967	14799	22800
1968	14808	22795
1969	14816	22788
1970	14823	22780
1971	14831	22773
1972	14839	22767
1973	14846	22759
1974	14854	22751
1975	14863	22746
1976	14872	22740
1977	14881	22735
1978	14888	22728
1979	14896	22721
1980	14905	22715
1981	14913	22708
1982	14920	22699
1983	14928	22693
1984	14936	22686
1985	14944	22679
1986	14952	22673
1987	14960	22667
1988	14969	22661
1989	14977	22654
1990	14986	22648
1991	14993	22641
1992	15002	22635
1993	15009	22627
1994	15018	22621
1995	15026	22614
1996	15034	22607
1997	15041	22600
1998	15049	22592
1999	15055	22583
2000	15064	22577
2001	15072	22570
2002	15080	22564
2003	15089	22558
2004	15099	22554
2005	15107	22548
2006	15117	22543
2007	15124	22536
2008	15133	22530
2009	15140	22522
2010	15148	22515
2011	15156	22508
2012	15165	22503
2013	15173	22496
2014	15182	22491
2015	15190	22484
2016	15199	22479
2017	15208	22474
2018	15218	22469
2019	15225	22461
2020	15234	22455
2021	15241	22447
2022	15250	22442
2023	15258	22435
2024	15266	22429
2025	15274	22422
2026	15284	22417
2027	15292	22411
2028	15302	22406
2029	15311	22402
2030	15319	22394
2031	15326	22386
2032	15334	22378
2033	15342	22372
2034	15349	22364
2035	15358	22358
2036	15365	22351
2037	15373	22344
2038	15381	22336
2039	15389	22329
2040	15397	22323
2041	15406	22317
2042	15414	22310
2043	15423	22305
2044	15431	22298
2045	15440	22292
2046	15448	22285
2047	15456	22278
2048	15465	22273
2049	15473	22266
2050	15481	22259
2051	15490	22254
2052	15498	22247
2053	15507	22241
2054	15515	22235
2055	15523	22228
2056	15531	22221
2057	15539	22214
2058	15546	22206
2059	15556	22201
2060	15564	22195
2061	15573	22190
2062	15581	22182
2063	15590	22177
2064	15600	22173
2065	15610	22168
2066	15622	22167
2067	15631	22162
2068	15640	22156
2069	15650	22152
2070	15660	22148
2071	15672	22147
2072	15682	22142
2073	15692	22138
2074	15702	22134
2075	15712	22130
2076	15721	22125
2077	15730	22120
2078	15738	22112
2079	15746	22106
2080	15754	22098
2081	15763	22093
2082	15772	22087
2083	15781	22081
2084	15788	22073
2085	15798	22069
2086	15807	22063
2087	15817	22059
2088	15828	22057
2089	15838	22052
2090	15846	22046
2091	15855	22039
2092	15864	22034
2093	15875	22030
2094	15883	22024
2095	15892	22019
2096	15901	22012
2097	15909	22006
2098	15917	21999
2099	15925	21992
2100	15935	21987
2101	15944	21981
2102	15952	21974
2103	15960	21968
2104	15969	21962
2105	15979	21958
2106	15988	21952
2107	15997	21947
2108	16007	21942
2109	16017	21939
2110	16028	21935
2111	16038	21932
2112	16049	21929
2113	16063	21929
2114	16073	21924
2115	16081	21918
2116	16093	21916
2117	16105	21915
2118	16114	21909
2119	16125	21906
2120	16135	21901
2121	16145	21897
2122	16154	21891
2123	16163	21886
2124	16174	21883
2125	16185	21880
2126	16197	21879
2127	16207	21873
2128	16217	21869
2129	16226	21864
2130	16235	21857
2131	16244	21851
2132	16255	21848
2133	16266	21846
2134	16275	21840
2135	16285	21836
2136	16293	21829
2137	16303	21823
2138	16312	21818
2139	16322	21813
2140	16330	21807
2141	16339	21801
2142	16349	21796
2143	16358	21790
2144	16368	21786
2145	16378	21782
2146	16388	21777
2147	16398	21772
2148	16407	21767
2149	16417	21762
2150	16426	21757
2151	16434	21750
2152	16444	21744
2153	16452	21738
2154	16461	21732
2155	16468	21723
2156	16476	21716
2157	16483	21708
2158	16492	21702
2159	16500	21695
2160	16508	21687
2161	16515	21679
2162	16522	21671
2163	16529	21662
2164	16537	21655
2165	16543	21646
2166	16551	21637
2167	16559	21630
2168	16568	21625
2169	16578	21621
2170	16586	21613
2171	16594	21606
2172	16601	21597
2173	16608	21589
2174	16615	21581
2175	16623	21573
2176	16631	21566
2177	16638	21557
2178	16644	21548
2179	16650	21539
2180	16658	21531
2181	16664	21522
2182	16673	21515
2183	16679	21506
2184	16687	21499
2185	16695	21491
2186	16702	21483
2187	16709	21475
2188	16716	21466
2189	16722	21456
2190	16729	21448
2191	16736	21440
2192	16743	21431
2193	16750	21422
2194	16757	21414
2195	16764	21405
2196	16770	21396
2197	16776	21386
2198	16783	21378
2199	16790	21369
2200	16796	21359
2201	16804	21352
2202	16810	21343
2203	16820	21338
2204	16827	21330
2205	16836	21324
2206	16844	21317
2207	16852	21310
2208	16860	21302
2209	16867	21293
2210	16874	21285
2211	16881	21277
2212	16887	21267
2213	16893	21258
2214	16901	21250
2215	16907	21241
2216	16915	21233
2217	16921	21224
2218	16928	21216
2219	16938	21211
2220	16946	21203
2221	16953	21195
2222	16960	21186
2223	16967	21178
2224	16973	21169
2225	16979	21159
2226	16986	21150
2227	16992	21141
2228	16997	21130
2229	17004	21121
2230	17010	21112
2231	17018	21105
2232	17027	21099
2233	17034	21091
2234	17041	21082
2235	17047	21073
2236	17053	21063
2237	17060	21055
2238	17067	21046
2239	17074	21038
2240	17081	21029
2241	17087	21020
2242	17094	21011
2243	17100	21001
2244	17107	20993
2245	17114	20985
2246	17121	20976
2247	17127	20967
2248	17133	20958
2249	17140	20949
2250	17146	20940
2251	17152	20930
2252	17159	20922
2253	17166	20913
2254	17171	20903
2255	17178	20894
2256	17184	20884
2257	17190	20875
2258	17196	20865
2259	17203	20856
2260	17209	20847
2261	17216	20839
2262	17223	20830
2263	17229	20822
2264	17236	20813
2265	17243	20804
2266	17250	20796
2267	17258	20789
2268	17265	20781
2269	17272	20772
2270	17278	20763
2271	17285	20754
2272	17291	20744
2273	17297	20735
2274	17303	20726
2275	17311	20718
2276	17319	20711
2277	17327	20704
2278	17334	20695
2279	17340	20686
2280	17345	20676
2281	17352	20667
2282	17358	20658
2283	17364	20648
2284	17371	20640
2285	17378	20632
2286	17385	20624
2287	17393	20616
2288	17402	20610
2289	17409	20602
2290	17416	20594
2291	17422	20584
2292	17428	20575
2293	17435	20567
2294	17441	20557
2295	17447	20548
2296	17455	20540
2297	17463	20533
2298	17470	20525
2299	17476	20515
2300	17483	20507
2301	17490	20499
2302	17497	20490
2303	17504	20482
2304	17510	20473
2305	17517	20465
2306	17524	20456
2307	17530	20447
2308	17537	20438
2309	17543	20429
2310	17550	20421
2311	17556	20411
2312	17562	20402
2313	17568	20392
2314	17574	20383
2315	17580	20374
2316	17588	20366
2317	17595	20358
2318	17603	20351
2319	17610	20343
2320	17618	20335
2321	17624	20326
2322	17632	20318
2323	17638	20309
2324	17645	20302
2325	17652	20294
2326	17659	20285
2327	17667	20278
2328	17674	20270
2329	17682	20262
2330	17688	20253
2331	17696	20246
2332	17703	20237
2333	17710	20229
2334	17716	20220
2335	17723	20211
2336	17729	20203
2337	17735	20193
2338	17742	20185
2339	17748	20175
2340	17753	20165
2341	17760	20156
2342	17766	20147
2343	17772	20137
2344	17778	20128
2345	17784	20119
2346	17790	20110
2347	17796	20101
2348	17803	20092
2349	17809	20082
2350	17814	20072
2351	17820	20063
2352	17826	20054
2353	17832	20044
2354	17838	20035
2355	17844	20025
2356	17850	20017
2357	17870	20022
2358	17876	20013
2359	17881	20002
2360	17887	19993
2361	17893	19984
2362	17899	19974
2363	17905	19966
2364	17910	19955
2365	17918	19948
2366	17925	19939
2367	17932	19931
2368	17938	19922
2369	17945	19914
2370	17951	19905
2371	17958	19897
2372	17965	19888
2373	17973	19881
2374	17980	19873
2375	17988	19865
2376	17994	19856
2377	18001	19848
2378	18008	19840
2379	18017	19834
2380	18026	19827
2381	18033	19820
2382	18040	19812
2383	18046	19802
2384	18054	19795
2385	18061	19787
2386	18068	19779
2387	18075	19770
2388	18082	19762
2389	18088	19754
2390	18094	19744
2391	18101	19736
2392	18107	19726
2393	18114	19718
2394	18120	19709
2395	18126	19700
2396	18133	19691
2397	18139	19683
2398	18147	19675
2399	18153	19666
2400	18159	19657
2401	18166	19648
2402	18173	19640
2403	18179	19631
2404	18187	19624
2405	18194	19615
2406	18202	19608
2407	18210	19601
2408	18218	19594
2409	18225	19586
2410	18233	19580
2411	18241	19572
2412	18248	19564
2413	18256	19556
2414	18264	19550
2415	18273	19543
2416	18282	19538
2417	18290	19531
2418	18298	19524
2419	18306	19516
2420	18315	19510
2421	18323	19503
2422	18332	19497
2423	18340	19490
2424	18348	19483
2425	18356	19476
2426	18365	19469
2427	18371	19461
2428	18380	19454
2429	18387	19446
2430	18395	19439
2431	18402	19431
2432	18411	19425
2433	18418	19417
2434	18425	19409
2435	18432	19401
2436	18438	19392
2437	18445	19383
2438	18451	19374
2439	18458	19366
2440	18465	19357
2441	18472	19349
2442	18479	19342
2443	18485	19332
2444	18492	19324
2445	18499	19316
2446	18506	19307
2447	18512	19299
2448	18519	19291
2449	18526	19283
2450	18533	19274
2451	18540	19266
2452	18547	19258
2453	18553	19249
2454	18561	19241
2455	18568	19233
2456	18575	19225
2457	18581	19216
2458	18588	19208
2459	18594	19199
2460	18602	19191
2461	18608	19182
2462	18615	19174
2463	18621	19165
2464	18628	19157
2465	18636	19150
2466	18643	19142
2467	18649	19132
2468	18654	19123
2469	18661	19114
2470	18667	19105
2471	18674	19097
2472	18682	19089
2473	18690	19083
2474	18699	19077
2475	18707	19069
2476	18715	19063
2477	18724	19056
2478	18733	19050
2479	18741	19043
2480	18749	19036
2481	18757	19029
2482	18764	19021
2483	18771	19013
2484	18779	19005
2485	18787	18998
2486	18794	18990
2487	18803	18984
2488	18811	18977
2489	18822	18973
2490	18833	18969
2491	18843	18964
2492	18851	18957
2493	18861	18952
2494	18871	18947
2495	18880	18940
2496	18887	18933
2497	18898	18928
2498	18906	18921
2499	18914	18914
2500	18922	18906
2501	18929	18899
2502	18937	18891
2503	18945	18884
2504	18952	18877
2505	18959	18868
2506	18967	18861
2507	18977	18856
2508	18985	18849
2509	18995	18844
2510	19004	18837
2511	19013	18831
2512	19021	18824
2513	19031	18819
2514	19041	18814
2515	19059	18816
2516	19067	18809
2517	19075	18802
2518	19084	18796
2519	19092	18789
2520	19101	18782
2521	19108	18774
2522	19115	18767
2523	19124	18760
2524	19131	18752
2525	19139	18745
2526	19146	18737
2527	19155	18731
2528	19163	18723
2529	19171	18717
2530	19179	18709
2531	19187	18702
2532	19195	18695
2533	19203	18688
2534	19211	18680
2535	19219	18674
2536	19226	18665
2537	19234	18658
2538	19243	18652
2539	19250	18644
2540	19258	18637
2541	19266	18629
2542	19274	18622
2543	19282	18615
2544	19290	18607
2545	19298	18601
2546	19306	18594
2547	19314	18586
2548	19322	18579
2549	19329	18571
2550	19338	18565
2551	19345	18557
2552	19351	18548
2553	19358	18540
2554	19365	18531
2555	19371	18523
2556	19378	18514
2557	19383	18504
2558	19389	18495
2559	19396	18487
2560	19402	18478
2561	19408	18469
2562	19415	18460
2563	19421	18451
2564	19427	18442
2565	19433	18433
2566	19439	18424
2567	19445	18415
2568	19452	18407
2569	19459	18399
2570	19465	18390
2571	19472	18382
2572	19478	18373
2573	19484	18363
2574	19490	18354
2575	19496	18346
2576	19503	18337
2577	19509	18328
2578	19516	18320
2579	19521	18311
2580	19527	18301
2581	19533	18292
2582	19539	18284
2583	19546	18275
2584	19552	18266
2585	19558	18257
2586	19564	18248
2587	19571	18240
2588	19577	18231
2589	19584	18223
2590	19590	18214
2591	19597	18206
2592	19603	18197
2593	19609	18188
2594	19615	18179
2595	19622	18171
2596	19629	18163
2597	19635	18154
2598	19641	18145
2599	19648	18137
2600	19655	18128
2601	19663	18122
2602	19669	18113
2603	19678	18106
2604	19686	18099
2605	19693	18091
2606	19700	18083
2607	19706	18074
2608	19712	18065
2609	19719	18057
2610	19727	18050
2611	19734	18041
2612	19742	18034
2613	19748	18026
2614	19755	18017
2615	19761	18009
2616	19768	18000
2617	19775	17993
2618	19782	17985
2619	19789	17976
2620	19796	17968
2621	19803	17960
2622	19810	17952
2623	19816	17943
2624	19823	17935
2625	19830	17927
2626	19836	17918
2627	19843	17910
2628	19850	17902
2629	19858	17895
2630	19863	17885
2631	19870	17877
2632	19876	17868
2633	19882	17859
2634	19888	17850
2635	19894	17841
2636	19900	17832
2637	19906	17824
2638	19912	17815
2639	19918	17806
2640	19924	17797
2641	19931	17788
2642	19936	17779
2643	19942	17770
2644	19948	17761
2645	19954	17751
2646	19960	17743
2647	19966	17734
2648	19972	17725
2649	19978	17716
2650	19984	17708
2651	19990	17699
2652	19996	17690
2653	20002	17681
2654	20008	17672
2655	20014	17663
2656	20020	17654
2657	20026	17645
2658	20032	17636
2659	20037	17627
2660	20044	17618
2661	20051	17610
2662	20058	17602
2663	20064	17593
2664	20069	17584
2665	20076	17576
2666	20083	17567
2667	20088	17558
2668	20096	17551
2669	20102	17542
2670	20108	17534
2671	20115	17526
2672	20122	17517
2673	20129	17509
2674	20136	17501
2675	20142	17493
2676	20150	17486
2677	20157	17478
2678	20165	17470
2679	20172	17462
2680	20181	17456
2681	20187	17447
2682	20193	17438
2683	20199	17429
2684	20205	17420
2685	20211	17411
2686	20215	17402
2687	20221	17393
2688	20227	17384
2689	20233	17375
2690	20239	17366
2691	20245	17357
2692	20252	17349
2693	20258	17340
2694	20264	17331
2695	20269	17322
2696	20275	17313
2697	20282	17305
2698	20288	17296
2699	20294	17288
2700	20301	17279
2701	20306	17270
2702	20312	17261
2703	20318	17252
2704	20324	17243
2705	20329	17234
2706	20335	17225
2707	20341	17216
2708	20347	17208
2709	20353	17199
2710	20360	17190
2711	20366	17182
2712	20371	17173
2713	20378	17164
2714	20385	17156
2715	20391	17148
2716	20397	17139
2717	20404	17131
2718	20411	17123
2719	20417	17114
2720	20424	17106
2721	20429	17097
2722	20434	17087
2723	20441	17079
2724	20448	17071
2725	20456	17064
2726	20461	17055
2727	20470	17048
2728	20477	17040
2729	20483	17032
2730	20490	17024
2731	20497	17016
2732	20504	17008
2733	20511	17000
2734	20518	16992
2735	20524	16983
2736	20531	16975
2737	20538	16967
2738	20546	16960
2739	20553	16952
2740	20560	16945
2741	20566	16936
2742	20573	16928
2743	20580	16920
2744	20586	16911
2745	20592	16903
2746	20598	16894
2747	20603	16885
2748	20609	16876
2749	20615	16867
2750	20621	16858
2751	20627	16850
2752	20634	16841
2753	20640	16832
2754	20646	16824
2755	20653	16816
2756	20659	16807
2757	20668	16801
2758	20676	16794
2759	20685	16788
2760	20693	16781
2761	20702	16774
2762	20712	16769
2763	20721	16763
2764	20728	16755
2765	20735	16747
2766	20741	16738
2767	20748	16730
2768	20755	16723
2769	20762	16715
2770	20769	16707
2771	20776	16699
2772	20783	16691
2773	20790	16683
2774	20798	16676
2775	20805	16668
2776	20812	16660
2777	20818	16652
2778	20826	16644
2779	20834	16637
2780	20843	16631
2781	20852	16625
2782	20862	16619
2783	20870	16612
2784	20880	16607
2785	20889	16600
2786	20898	16594
2787	20908	16588
2788	20916	16581
2789	20924	16574
2790	20932	16567
2791	20940	16560
2792	20947	16552
2793	20956	16545
2794	20964	16538
2795	20972	16532
2796	20980	16525
2797	20989	16518
2798	20997	16511
2799	21005	16504
2800	21012	16496
2801	21021	16490
2802	21030	16483
2803	21039	16477
2804	21047	16470
2805	21056	16464
2806	21064	16456
2807	21073	16450
2808	21080	16442
2809	21088	16435
2810	21095	16427
2811	21102	16419
2812	21110	16412
2813	21118	16405
2814	21126	16398
2815	21132	16389
2816	21139	16382
2817	21146	16373
2818	21153	16365
2819	21160	16357
2820	21167	16350
2821	21174	16342
2822	21180	16333
2823	21187	16325
2824	21193	16316
2825	21199	16308
2826	21206	16300
2827	21212	16291
2828	21218	16283
2829	21224	16274
2830	21230	16266
2831	21237	16257
2832	21243	16249
2833	21249	16241
2834	21255	16232
2835	21262	16224
2836	21268	16215
2837	21275	16207
2838	21281	16198
2839	21287	16190
2840	21293	16181
2841	21299	16173
2842	21305	16164
2843	21311	16156
2844	21317	16147
2845	21323	16139
2846	21329	16130
2847	21336	16122
2848	21344	16115
2849	21352	16107
2850	21358	16099
2851	21366	16092
2852	21373	16084
2853	21381	16077
2854	21387	16068
2855	21394	16060
2856	21400	16052
2857	21408	16044
2858	21415	16037
2859	21422	16029
2860	21430	16022
2861	21438	16015
2862	21445	16007
2863	21453	15999
2864	21459	15991
2865	21468	15985
2866	21476	15977
2867	21484	15971
2868	21493	15964
2869	21498	15955
2870	21505	15947
2871	21512	15939
2872	21519	15931
2873	21526	15923
2874	21533	15916
2875	21541	15908
2876	21547	15900
2877	21553	15892
2878	21561	15884
2879	21568	15876
2880	21575	15869
2881	21583	15861
2882	21590	15853
2883	21595	15844
2884	21601	15836
2885	21608	15827
2886	21615	15820
2887	21621	15812
2888	21628	15803
2889	21635	15796
2890	21642	15788
2891	21649	15780
2892	21656	15772
2893	21664	15765
2894	21670	15757
2895	21677	15748
2896	21683	15740
2897	21689	15732
2898	21696	15723
2899	21702	15715
2900	21709	15707
2901	21715	15698
2902	21720	15690
2903	21727	15681
2904	21733	15673
2905	21740	15666
2906	21747	15657
2907	21755	15650
2908	21762	15642
2909	21768	15634
2910	21774	15625
2911	21780	15617
2912	21787	15609
2913	21794	15601
2914	21800	15593
2915	21807	15585
2916	21813	15577
2917	21821	15569
2918	21827	15560
2919	21835	15553
2920	21841	15545
2921	21848	15537
2922	21855	15529
2923	21862	15521
2924	21869	15514
2925	21877	15507
2926	21885	15499
2927	21893	15492
2928	21901	15485
2929	21908	15478
2930	21916	15471
2931	21923	15463
2932	21931	15455
2933	21938	15448
2934	21945	15440
2935	21953	15433
2936	21960	15425
2937	21969	15419
2938	21976	15411
2939	21983	15403
2940	21990	15395
2941	21998	15388
2942	22006	15381
2943	22013	15373
2944	22021	15366
2945	22028	15358
2946	22035	15350
2947	22043	15343
2948	22050	15335
2949	22056	15327
2950	22063	15319
2951	22069	15310
2952	22076	15303
2953	22082	15294
2954	22089	15286
2955	22097	15279
2956	22102	15271
2957	22110	15263
2958	22116	15255
2959	22122	15246
2960	22128	15238
2961	22135	15229
2962	22141	15221
2963	22147	15213
2964	22152	15204
2965	22158	15195
2966	22164	15187
2967	22170	15178
2968	22177	15170
2969	22183	15162
2970	22189	15154
2971	22196	15146
2972	22201	15137
2973	22208	15129
2974	22214	15120
2975	22219	15111
2976	22225	15103
2977	22231	15094
2978	22237	15085
2979	22243	15078
2980	22249	15069
2981	22255	15060
2982	22261	15052
2983	22267	15043
2984	22273	15035
2985	22280	15027
2986	22285	15018
2987	22290	15009
2988	22296	15000
2989	22301	14992
2990	22308	14983
2991	22313	14975
2992	22319	14966
2993	22325	14958
2994	22331	14949
2995	22337	14941
2996	22342	14932
2997	22349	14924
2998	22355	14916
2999	22362	14908
3000	22368	14899
3001	22373	14890
3002	22380	14882
3003	22387	14875
3004	22393	14866
3005	22399	14858
3006	22405	14849
3007	22411	14841
3008	22417	14833
3009	22423	14824
3010	22428	14816
3011	22435	14808
3012	22441	14799
3013	22449	14792
3014	22457	14785
3015	22463	14776
3016	22471	14769
3017	22477	14761
3018	22486	14755
3019	22493	14747
3020	22501	14740
3021	22507	14732
3022	22514	14723
3023	22521	14716
3024	22528	14708
3025	22536	14701
3026	22542	14693
3027	22549	14685
3028	22556	14677
3029	22562	14669
3030	22570	14662
3031	22576	14653
3032	22583	14646
3033	22589	14637
3034	22596	14630
3035	22604	14623
3036	22611	14615
3037	22619	14607
3038	22626	14600
3039	22632	14591
3040	22639	14584
3041	22645	14575
3042	22652	14568
3043	22658	14559
3044	22666	14552
3045	22673	14544
3046	22681	14537
3047	22688	14530
3048	22697	14523
3049	22704	14515
3050	22711	14508
3051	22719	14500
3052	22726	14493
3053	22734	14486
3054	22742	14479
3055	22749	14471
3056	22756	14463
3057	22763	14455
3058	22769	14447
3059	22776	14440
3060	22782	14431
3061	22790	14424
3062	22797	14416
3063	22805	14409
3064	22812	14401
3065	22820	14394
3066	22828	14387
3067	22835	14380
3068	22843	14372
3069	22850	14365
3070	22858	14358
3071	22866	14351
3072	22874	14344
3073	22883	14337
3074	22893	14331
3075	22901	14324
3076	22909	14317
3077	22917	14310
3078	22924	14302
3079	22932	14295
3080	22942	14289
3081	22949	14281
3082	22956	14274
3083	22964	14266
3084	22972	14259
3085	22979	14252
3086	22986	14244
3087	22992	14236
3088	22998	14228
3089	23005	14219
3090	23011	14211
3091	23018	14203
3092	23023	14195
3093	23030	14187
3094	23038	14180
3095	23044	14171
3096	23050	14163
3097	23056	14155
3098	23064	14148
3099	23071	14140
3100	23077	14132
3101	23084	14124
3102	23091	14116
3103	23097	14108
3104	23105	14101
3105	23111	14093
3106	23118	14085
3107	23124	14077
3108	23132	14070
3109	23139	14062
3110	23148	14055
3111	23155	14047
3112	23164	14041
3113	23170	14033
3114	23178	14025
3115	23185	14018
3116	23192	14010
3117	23200	14003
3118	23207	13996
3119	23215	13988
3120	23221	13980
3121	23228	13972
3122	23236	13965
3123	23243	13957
3124	23250	13950
3125	23257	13942
3126	23264	13934
3127	23272	13927
3128	23280	13920
3129	23287	13913
3130	23294	13905
3131	23302	13898
3132	23308	13890
3133	23316	13883
3134	23325	13876
3135	23333	13869
3136	23340	13861
3137	23348	13854
3138	23356	13847
3139	23364	13839
3140	23370	13831
3141	23379	13825
3142	23386	13817
3143	23393	13809
3144	23401	13802
3145	23408	13795
3146	23415	13787
3147	23421	13778
3148	23427	13771
3149	23434	13763
3150	23440	13754
3151	23446	13746
3152	23452	13738
3153	23459	13730
3154	23466	13723
3155	23473	13715
3156	23480	13707
3157	23487	13699
3158	23494	13692
3159	23501	13684
3160	23509	13677
3161	23516	13669
3162	23524	13662
3163	23532	13655
3164	23540	13648
3165	23547	13640
3166	23553	13632
3167	23560	13624
3168	23567	13616
3169	23574	13608
3170	23580	13600
3171	23586	13592
3172	23594	13585
3173	23601	13577
3174	23608	13570
3175	23615	13562
3176	23622	13554
3177	23629	13547
3178	23636	13539
3179	23644	13532
3180	23652	13525
3181	23659	13517
3182	23666	13509
3183	23673	13502
3184	23682	13495
3185	23689	13488
3186	23697	13480
3187	23704	13472
3188	23710	13465
3189	23717	13457
3190	23723	13449
3191	23729	13441
3192	23737	13433
3193	23744	13425
3194	23750	13417
3195	23756	13409
3196	23763	13401
3197	23769	13393
3198	23775	13385
3199	23780	13376
3200	23787	13368
3201	23793	13360
3202	23800	13352
3203	23806	13344
3204	23812	13336
3205	23819	13328
3206	23826	13320
