iter	Passed	Remaining
3207	23833	13313
3208	23839	13305
3209	23846	13297
3210	23852	13289
3211	23858	13281
3212	23865	13273
3213	23871	13265
3214	23878	13257
3215	23885	13250
3216	23891	13241
3217	23898	13233
3218	23905	13226
3219	23912	13218
3220	23919	13211
3221	23926	13203
3222	23932	13195
3223	23939	13187
3224	23946	13179
3225	23953	13172
3226	23959	13164
3227	23966	13156
3228	23973	13148
3229	23980	13141
3230	23988	13133
3231	23993	13125
3232	24001	13117
3233	24008	13110
3234	24016	13103
3235	24022	13094
3236	24029	13087
3237	24036	13079
3238	24044	13072
3239	24051	13064
3240	24058	13057
3241	24064	13049
3242	24071	13041
3243	24077	13033
3244	24084	13025
3245	24091	13018
3246	24097	13010
3247	24105	13002
3248	24113	12995
3249	24121	12988
3250	24129	12981
3251	24135	12973
3252	24143	12966
3253	24149	12957
3254	24155	12949
3255	24163	12942
3256	24169	12934
3257	24177	12927
3258	24185	12920
3259	24192	12912
3260	24199	12904
3261	24206	12897
3262	24212	12889
3263	24218	12880
3264	24225	12873
3265	24232	12865
3266	24239	12857
3267	24246	12850
3268	24252	12842
3269	24260	12834
3270	24266	12826
3271	24273	12819
3272	24280	12811
3273	24288	12804
3274	24296	12797
3275	24305	12790
3276	24312	12783
3277	24319	12775
3278	24326	12767
3279	24333	12760
3280	24339	12752
3281	24346	12744
3282	24352	12736
3283	24358	12728
3284	24365	12720
3285	24371	12712
3286	24378	12704
3287	24385	12696
3288	24391	12689
3289	24398	12681
3290	24403	12672
3291	24410	12664
3292	24417	12657
3293	24423	12649
3294	24429	12641
3295	24436	12633
3296	24442	12625
3297	24448	12617
3298	24454	12609
3299	24460	12601
3300	24467	12593
3301	24473	12585
3302	24480	12577
3303	24486	12569
3304	24493	12561
3305	24499	12553
3306	24506	12546
3307	24513	12538
3308	24519	12530
3309	24525	12522
3310	24531	12514
3311	24538	12506
3312	24545	12498
3313	24551	12490
3314	24556	12482
3315	24562	12473
3316	24568	12465
3317	24574	12457
3318	24581	12450
3319	24588	12442
3320	24595	12435
3321	24602	12426
3322	24608	12419
3323	24615	12411
3324	24620	12402
3325	24627	12395
3326	24633	12387
3327	24640	12379
3328	24647	12371
3329	24652	12363
3330	24659	12355
3331	24664	12347
3332	24670	12339
3333	24676	12330
3334	24682	12322
3335	24688	12314
3336	24695	12307
3337	24701	12298
3338	24708	12291
3339	24713	12282
3340	24720	12274
3341	24726	12266
3342	24731	12258
3343	24737	12250
3344	24743	12242
3345	24749	12234
3346	24755	12226
3347	24760	12217
3348	24765	12209
3349	24771	12201
3350	24777	12192
3351	24783	12184
3352	24790	12177
3353	24797	12169
3354	24802	12160
3355	24808	12153
3356	24814	12145
3357	24821	12137
3358	24827	12129
3359	24833	12121
3360	24840	12113
3361	24845	12105
3362	24851	12096
3363	24857	12089
3364	24863	12080
3365	24870	12072
3366	24876	12065
3367	24882	12056
3368	24888	12049
3369	24894	12041
3370	24900	12032
3371	24906	12024
3372	24912	12016
3373	24917	12008
3374	24923	12000
3375	24930	11992
3376	24935	11984
3377	24942	11976
3378	24947	11968
3379	24954	11960
3380	24959	11951
3381	24965	11943
3382	24971	11935
3383	24976	11927
3384	24983	11919
3385	24989	11911
3386	24995	11903
3387	25001	11895
3388	25006	11887
3389	25012	11879
3390	25018	11870
3391	25023	11862
3392	25029	11854
3393	25035	11846
3394	25041	11838
3395	25047	11830
3396	25053	11822
3397	25059	11814
3398	25065	11806
3399	25072	11798
3400	25078	11790
3401	25084	11782
3402	25090	11774
3403	25096	11766
3404	25104	11759
3405	25110	11751
3406	25115	11743
3407	25122	11735
3408	25128	11727
3409	25134	11719
3410	25140	11711
3411	25146	11703
3412	25151	11695
3413	25157	11687
3414	25163	11679
3415	25169	11671
3416	25175	11663
3417	25181	11655
3418	25187	11647
3419	25193	11639
3420	25200	11631
3421	25206	11623
3422	25213	11615
3423	25219	11607
3424	25224	11599
3425	25230	11591
3426	25236	11583
3427	25241	11575
3428	25248	11567
3429	25253	11559
3430	25259	11551
3431	25265	11543
3432	25271	11535
3433	25277	11527
3434	25284	11519
3435	25289	11511
3436	25296	11503
3437	25302	11495
3438	25308	11487
3439	25314	11479
3440	25319	11471
3441	25325	11463
3442	25331	11455
3443	25337	11447
3444	25343	11439
3445	25348	11431
3446	25354	11423
3447	25361	11415
3448	25366	11407
3449	25372	11399
3450	25378	11391
3451	25384	11383
3452	25389	11375
3453	25396	11367
3454	25402	11359
3455	25408	11351
3456	25414	11343
3457	25420	11335
3458	25425	11327
3459	25432	11319
3460	25438	11311
3461	25443	11303
3462	25449	11295
3463	25454	11287
3464	25460	11279
3465	25466	11270
3466	25472	11263
3467	25479	11255
3468	25486	11248
3469	25492	11240
3470	25499	11232
3471	25506	11225
3472	25512	11217
3473	25519	11209
3474	25526	11202
3475	25532	11194
3476	25538	11186
3477	25544	11178
3478	25550	11170
3479	25555	11162
3480	25561	11154
3481	25568	11146
3482	25573	11138
3483	25580	11131
3484	25586	11123
3485	25593	11115
3486	25599	11107
3487	25606	11099
3488	25612	11092
3489	25618	11084
3490	25624	11076
3491	25630	11068
3492	25637	11060
3493	25643	11052
3494	25648	11044
3495	25654	11036
3496	25660	11028
3497	25666	11021
3498	25672	11012
3499	25677	11004
3500	25684	10997
3501	25690	10989
3502	25695	10980
3503	25701	10973
3504	25707	10964
3505	25712	10956
3506	25718	10948
3507	25724	10940
3508	25730	10932
3509	25735	10924
3510	25741	10916
3511	25746	10908
3512	25752	10900
3513	25757	10892
3514	25764	10884
3515	25770	10876
3516	25775	10868
3517	25780	10860
3518	25786	10852
3519	25792	10844
3520	25797	10836
3521	25803	10828
3522	25809	10820
3523	25815	10812
3524	25821	10804
3525	25826	10796
3526	25832	10788
3527	25837	10780
3528	25842	10772
3529	25847	10763
3530	25853	10755
3531	25858	10747
3532	25864	10739
3533	25870	10731
3534	25875	10723
3535	25882	10715
3536	25888	10708
3537	25893	10700
3538	25898	10691
3539	25904	10683
3540	25909	10675
3541	25915	10667
3542	25920	10659
3543	25926	10651
3544	25932	10643
3545	25937	10635
3546	25943	10627
3547	25949	10619
3548	25954	10611
3549	25959	10603
3550	25964	10594
3551	25969	10586
3552	25975	10579
3553	25981	10570
3554	25987	10563
3555	25993	10555
3556	25998	10547
3557	26004	10539
3558	26010	10531
3559	26015	10523
3560	26020	10515
3561	26026	10507
3562	26032	10499
3563	26038	10491
3564	26044	10483
3565	26049	10475
3566	26055	10467
3567	26060	10459
3568	26065	10451
3569	26071	10443
3570	26076	10434
3571	26081	10426
3572	26086	10418
3573	26093	10410
3574	26097	10402
3575	26103	10394
3576	26108	10386
3577	26114	10378
3578	26120	10370
3579	26126	10362
3580	26131	10354
3581	26138	10347
3582	26144	10339
3583	26149	10331
3584	26155	10323
3585	26161	10315
3586	26166	10307
3587	26172	10299
3588	26177	10291
3589	26183	10283
3590	26188	10275
3591	26193	10267
3592	26199	10259
3593	26204	10251
3594	26210	10243
3595	26215	10235
3596	26221	10227
3597	26227	10219
3598	26232	10211
3599	26238	10203
3600	26244	10196
3601	26251	10188
3602	26257	10181
3603	26263	10173
3604	26270	10165
3605	26277	10158
3606	26283	10150
3607	26289	10142
3608	26294	10134
3609	26300	10126
3610	26306	10118
3611	26312	10111
3612	26318	10103
3613	26324	10095
3614	26330	10087
3615	26336	10080
3616	26343	10072
3617	26350	10065
3618	26356	10057
3619	26361	10049
3620	26368	10041
3621	26373	10033
3622	26379	10026
3623	26384	10017
3624	26391	10010
3625	26397	10002
3626	26403	9994
3627	26409	9987
3628	26415	9979
3629	26420	9971
3630	26426	9963
3631	26432	9955
3632	26438	9948
3633	26444	9940
3634	26449	9932
3635	26455	9924
3636	26461	9916
3637	26466	9908
3638	26472	9900
3639	26478	9893
3640	26484	9885
3641	26491	9877
3642	26497	9870
3643	26503	9862
3644	26508	9854
3645	26514	9846
3646	26520	9838
3647	26526	9831
3648	26531	9823
3649	26539	9815
3650	26545	9808
3651	26552	9800
3652	26559	9793
3653	26565	9785
3654	26571	9778
3655	26578	9770
3656	26585	9763
3657	26591	9755
3658	26598	9748
3659	26604	9740
3660	26610	9732
3661	26616	9724
3662	26622	9717
3663	26628	9709
3664	26635	9701
3665	26641	9694
3666	26647	9686
3667	26653	9679
3668	26659	9671
3669	26666	9663
3670	26672	9656
3671	26678	9648
3672	26684	9640
3673	26690	9633
3674	26696	9625
3675	26702	9617
3676	26709	9610
3677	26715	9602
3678	26722	9594
3679	26728	9587
3680	26734	9579
3681	26740	9572
3682	26747	9564
3683	26753	9556
3684	26759	9549
3685	26765	9541
3686	26771	9533
3687	26778	9526
3688	26784	9518
3689	26791	9511
3690	26797	9503
3691	26804	9496
3692	26810	9488
3693	26815	9480
3694	26822	9473
3695	26827	9465
3696	26833	9457
3697	26839	9449
3698	26845	9441
3699	26851	9434
3700	26857	9426
3701	26863	9418
3702	26869	9411
3703	26874	9403
3704	26880	9395
3705	26886	9387
3706	26892	9379
3707	26897	9372
3708	26903	9364
3709	26908	9356
3710	26914	9348
3711	26920	9340
3712	26926	9333
3713	26932	9325
3714	26940	9318
3715	26946	9310
3716	26952	9303
3717	26958	9295
3718	26964	9287
3719	26970	9280
3720	26976	9272
3721	26982	9264
3722	26989	9257
3723	26996	9250
3724	27002	9242
3725	27008	9234
3726	27014	9227
3727	27021	9219
3728	27026	9211
3729	27032	9204
3730	27038	9196
3731	27043	9188
3732	27051	9181
3733	27058	9173
3734	27063	9166
3735	27070	9158
3736	27077	9151
3737	27084	9144
3738	27090	9136
3739	27095	9128
3740	27101	9120
3741	27107	9113
3742	27112	9105
3743	27118	9097
3744	27124	9089
3745	27130	9082
3746	27136	9074
3747	27142	9066
3748	27149	9059
3749	27155	9051
3750	27161	9044
3751	27168	9036
3752	27173	9028
3753	27180	9021
3754	27187	9014
3755	27192	9006
3756	27199	8998
3757	27205	8991
3758	27212	8983
3759	27217	8976
3760	27222	8968
3761	27229	8960
3762	27234	8952
3763	27240	8945
3764	27246	8937
3765	27253	8929
3766	27258	8922
3767	27264	8914
3768	27270	8906
3769	27276	8899
3770	27283	8891
3771	27289	8884
3772	27295	8876
3773	27301	8869
3774	27307	8861
3775	27313	8853
3776	27319	8846
3777	27325	8838
3778	27330	8830
3779	27336	8822
3780	27342	8815
3781	27348	8807
3782	27354	8799
3783	27359	8792
3784	27365	8784
3785	27371	8776
3786	27377	8769
3787	27382	8761
3788	27389	8753
3789	27395	8746
3790	27401	8738
3791	27408	8731
3792	27414	8723
3793	27420	8716
3794	27426	8708
3795	27432	8701
3796	27439	8693
3797	27445	8686
3798	27452	8678
3799	27458	8670
3800	27463	8663
3801	27469	8655
3802	27475	8647
3803	27481	8640
3804	27487	8632
3805	27493	8625
3806	27499	8617
3807	27506	8610
3808	27512	8602
3809	27517	8594
3810	27523	8586
3811	27528	8579
3812	27534	8571
3813	27541	8564
3814	27547	8556
3815	27553	8549
3816	27559	8541
3817	27565	8533
3818	27572	8526
3819	27579	8519
3820	27586	8511
3821	27592	8504
3822	27598	8496
3823	27604	8489
3824	27609	8481
3825	27614	8473
3826	27620	8465
3827	27626	8458
3828	27632	8450
3829	27638	8443
3830	27644	8435
3831	27650	8427
3832	27656	8420
3833	27661	8412
3834	27667	8404
3835	27672	8397
3836	27678	8389
3837	27684	8381
3838	27690	8374
3839	27696	8366
3840	27701	8358
3841	27707	8351
3842	27712	8343
3843	27719	8336
3844	27725	8328
3845	27730	8320
3846	27736	8313
3847	27742	8305
3848	27748	8297
3849	27752	8289
3850	27758	8282
3851	27763	8274
3852	27769	8266
3853	27775	8259
3854	27781	8251
3855	27786	8243
3856	27792	8236
3857	27797	8228
3858	27803	8220
3859	27809	8213
3860	27815	8205
3861	27821	8197
3862	27826	8190
3863	27833	8182
3864	27838	8175
3865	27844	8167
3866	27850	8159
3867	27856	8152
3868	27862	8144
3869	27867	8137
3870	27873	8129
3871	27878	8121
3872	27883	8113
3873	27889	8106
3874	27895	8098
3875	27901	8091
3876	27907	8083
3877	27912	8075
3878	27918	8068
3879	27924	8060
3880	27931	8053
3881	27937	8046
3882	27943	8038
3883	27948	8030
3884	27954	8023
3885	27960	8015
3886	27966	8008
3887	27973	8000
3888	27979	7993
3889	27985	7985
3890	27991	7977
3891	27996	7970
3892	28002	7962
3893	28008	7955
3894	28014	7947
3895	28019	7939
3896	28025	7932
3897	28031	7924
3898	28038	7917
3899	28044	7910
3900	28050	7902
3901	28056	7894
3902	28061	7887
3903	28067	7879
3904	28073	7872
3905	28079	7864
3906	28085	7857
3907	28091	7849
3908	28097	7842
3909	28104	7834
3910	28109	7827
3911	28115	7819
3912	28121	7811
3913	28127	7804
3914	28133	7796
3915	28139	7789
3916	28145	7781
3917	28151	7774
3918	28157	7766
3919	28163	7759
3920	28169	7751
3921	28176	7744
3922	28182	7737
3923	28188	7729
3924	28193	7721
3925	28199	7714
3926	28205	7706
3927	28210	7699
3928	28217	7691
3929	28223	7684
3930	28229	7676
3931	28236	7669
3932	28241	7661
3933	28247	7654
3934	28252	7646
3935	28258	7638
3936	28264	7631
3937	28270	7624
3938	28277	7616
3939	28283	7609
3940	28288	7601
3941	28294	7593
3942	28300	7586
3943	28306	7578
3944	28311	7571
3945	28317	7563
3946	28323	7556
3947	28329	7548
3948	28334	7541
3949	28340	7533
3950	28346	7526
3951	28352	7518
3952	28357	7510
3953	28364	7503
3954	28371	7496
3955	28377	7488
3956	28383	7481
3957	28388	7473
3958	28394	7466
3959	28400	7458
3960	28406	7451
3961	28412	7443
3962	28418	7436
3963	28424	7428
3964	28430	7421
3965	28436	7413
3966	28441	7406
3967	28447	7398
3968	28454	7391
3969	28459	7383
3970	28465	7376
3971	28471	7368
3972	28476	7360
3973	28482	7353
3974	28488	7346
3975	28495	7338
3976	28501	7331
3977	28507	7323
3978	28513	7316
3979	28518	7308
3980	28524	7301
3981	28531	7294
3982	28537	7286
3983	28545	7279
3984	28559	7274
3985	28566	7267
3986	28573	7259
3987	28579	7252
3988	28585	7244
3989	28592	7237
3990	28599	7230
3991	28604	7222
3992	28610	7215
3993	28615	7207
3994	28622	7200
3995	28628	7192
3996	28634	7185
3997	28640	7177
3998	28646	7170
3999	28651	7162
4000	28657	7155
4001	28663	7148
4002	28669	7140
4003	28677	7133
4004	28684	7126
4005	28690	7118
4006	28696	7111
4007	28702	7104
4008	28708	7096
4009	28713	7088
4010	28719	7081
4011	28725	7074
4012	28731	7066
4013	28737	7059
4014	28744	7051
4015	28753	7045
4016	28760	7038
4017	28766	7030
4018	28772	7023
4019	28778	7015
4020	28784	7008
4021	28790	7000
4022	28795	6993
4023	28800	6985
4024	28806	6977
4025	28813	6970
4026	28823	6964
4027	28828	6956
4028	28835	6949
4029	28840	6941
4030	28846	6934
4031	28852	6926
4032	28858	6919
4033	28863	6911
4034	28869	6904
4035	28875	6896
4036	28882	6889
4037	28891	6883
4038	28897	6875
4039	28903	6868
4040	28909	6860
4041	28914	6853
4042	28920	6845
4043	28925	6838
4044	28930	6830
4045	28936	6822
4046	28942	6815
4047	28948	6808
4048	28956	6801
4049	28962	6793
4050	28967	6785
4051	28973	6778
4052	28978	6771
4053	28984	6763
4054	28990	6756
4055	28995	6748
4056	29001	6740
4057	29006	6733
4058	29011	6725
4059	29017	6718
4060	29023	6711
4061	29029	6703
4062	29037	6696
4063	29045	6689
4064	29051	6682
4065	29056	6674
4066	29062	6667
4067	29067	6659
4068	29073	6652
4069	29078	6644
4070	29085	6637
4071	29090	6629
4072	29097	6622
4073	29106	6615
4074	29111	6608
4075	29117	6600
4076	29123	6593
4077	29128	6585
4078	29133	6578
4079	29139	6570
4080	29144	6563
4081	29149	6555
4082	29155	6547
4083	29161	6540
4084	29167	6533
4085	29173	6525
4086	29179	6518
4087	29186	6511
4088	29196	6504
4089	29202	6497
4090	29208	6490
4091	29214	6482
4092	29219	6474
4093	29224	6467
4094	29230	6460
4095	29236	6452
4096	29242	6445
4097	29249	6437
4098	29259	6431
4099	29265	6424
4100	29270	6416
4101	29277	6409
4102	29282	6401
4103	29288	6394
4104	29293	6386
4105	29299	6379
4106	29305	6371
4107	29311	6364
4108	29316	6357
4109	29324	6349
4110	29330	6342
4111	29338	6335
4112	29345	6328
4113	29350	6321
4114	29357	6313
4115	29363	6306
4116	29370	6299
4117	29376	6291
4118	29382	6284
4119	29388	6277
4120	29393	6269
4121	29399	6262
4122	29407	6255
4123	29419	6249
4124	29425	6241
4125	29430	6234
4126	29436	6226
4127	29442	6219
4128	29448	6212
4129	29453	6204
4130	29460	6197
4131	29467	6190
4132	29473	6182
4133	29479	6175
4134	29486	6168
4135	29493	6161
4136	29498	6153
4137	29504	6146
4138	29509	6138
4139	29515	6131
4140	29520	6123
4141	29526	6116
4142	29532	6108
4143	29538	6101
4144	29542	6093
4145	29548	6086
4146	29554	6079
4147	29562	6072
4148	29568	6064
4149	29574	6057
4150	29579	6049
4151	29585	6042
4152	29590	6035
4153	29596	6027
4154	29601	6020
4155	29607	6012
4156	29612	6005
4157	29618	5997
4158	29623	5990
4159	29629	5982
4160	29635	5975
4161	29640	5968
4162	29646	5960
4163	29651	5953
4164	29655	5945
4165	29661	5937
4166	29666	5930
4167	29672	5923
4168	29677	5915
4169	29683	5908
4170	29689	5900
4171	29694	5893
4172	29701	5886
4173	29706	5878
4174	29711	5871
4175	29717	5863
4176	29723	5856
4177	29728	5848
4178	29735	5841
4179	29740	5834
4180	29745	5826
4181	29751	5819
4182	29756	5811
4183	29762	5804
4184	29769	5797
4185	29776	5790
4186	29781	5782
4187	29786	5775
4188	29792	5767
4189	29798	5760
4190	29803	5753
4191	29811	5746
4192	29816	5738
4193	29821	5731
4194	29828	5723
4195	29834	5716
4196	29839	5709
4197	29844	5701
4198	29850	5694
4199	29855	5686
4200	29860	5679
4201	29866	5671
4202	29872	5664
4203	29876	5657
4204	29882	5649
4205	29888	5642
4206	29894	5634
4207	29901	5627
4208	29909	5620
4209	29915	5613
4210	29921	5606
4211	29927	5598
4212	29933	5591
4213	29938	5584
4214	29945	5576
4215	29950	5569
4216	29956	5562
4217	29962	5554
4218	29968	5547
4219	29974	5540
4220	29980	5533
4221	29990	5526
4222	29996	5519
4223	30002	5511
4224	30008	5504
4225	30013	5497
4226	30018	5489
4227	30024	5482
4228	30030	5474
4229	30035	5467
4230	30041	5460
4231	30047	5452
4232	30053	5445
4233	30060	5438
4234	30067	5431
4235	30074	5424
4236	30080	5416
4237	30086	5409
4238	30092	5402
4239	30097	5394
4240	30104	5387
4241	30109	5380
4242	30116	5373
4243	30126	5366
4244	30132	5359
4245	30138	5352
4246	30144	5344
4247	30150	5337
4248	30156	5330
4249	30161	5322
4250	30167	5315
4251	30173	5307
4252	30179	5300
4253	30185	5293
4254	30191	5286
4255	30199	5279
4256	30206	5272
4257	30211	5264
4258	30217	5257
4259	30222	5249
4260	30227	5242
4261	30234	5235
4262	30239	5227
4263	30245	5220
4264	30251	5213
4265	30258	5206
4266	30266	5199
4267	30273	5192
4268	30278	5184
4269	30284	5177
4270	30290	5170
4271	30296	5162
4272	30302	5155
4273	30307	5148
4274	30312	5140
4275	30319	5133
4276	30324	5126
4277	30330	5118
4278	30336	5111
4279	30342	5104
4280	30347	5096
4281	30352	5089
4282	30358	5082
4283	30366	5075
4284	30375	5068
4285	30382	5061
4286	30388	5054
4287	30393	5046
4288	30399	5039
4289	30404	5032
4290	30409	5024
4291	30415	5017
4292	30421	5010
4293	30427	5002
4294	30433	4995
4295	30442	4988
4296	30450	4981
4297	30455	4974
4298	30461	4967
4299	30467	4959
4300	30472	4952
4301	30478	4945
4302	30485	4938
4303	30492	4930
4304	30499	4923
4305	30505	4916
4306	30512	4909
4307	30518	4902
4308	30524	4894
4309	30530	4887
4310	30536	4880
4311	30542	4873
4312	30550	4866
4313	30556	4858
4314	30564	4852
4315	30571	4844
4316	30578	4837
4317	30585	4830
4318	30592	4823
4319	30599	4816
4320	30605	4809
4321	30616	4802
4322	30622	4795
4323	30628	4788
4324	30634	4781
4325	30640	4773
4326	30646	4766
4327	30653	4759
4328	30659	4752
4329	30665	4744
4330	30671	4737
4331	30677	4730
4332	30684	4723
4333	30691	4716
4334	30697	4709
4335	30704	4701
4336	30713	4695
4337	30721	4688
4338	30728	4681
4339	30734	4673
4340	30742	4667
4341	30750	4660
4342	30759	4653
4343	30768	4646
4344	30776	4639
4345	30784	4632
4346	30792	4625
4347	30800	4618
4348	30808	4611
4349	30815	4604
4350	30822	4597
4351	30829	4590
4352	30837	4583
4353	30844	4576
4354	30850	4569
4355	30858	4562
4356	30865	4555
4357	30872	4547
4358	30879	4540
4359	30888	4534
4360	30894	4526
4361	30900	4519
4362	30907	4512
4363	30914	4505
4364	30922	4498
4365	30930	4491
4366	30936	4484
4367	30944	4477
4368	30953	4470
4369	30960	4463
4370	30968	4456
4371	30975	4449
4372	30983	4442
4373	30990	4435
4374	30999	4428
4375	31009	4421
4376	31019	4415
4377	31027	4408
4378	31036	4401
4379	31045	4394
4380	31054	4387
4381	31062	4380
4382	31073	4374
4383	31083	4367
4384	31092	4360
4385	31100	4353
4386	31107	4346
4387	31117	4340
4388	31126	4333
4389	31135	4326
4390	31146	4319
4391	31154	4312
4392	31163	4305
4393	31170	4298
4394	31180	4292
4395	31187	4285
4396	31195	4278
4397	31203	4271
4398	31210	4264
4399	31218	4257
4400	31229	4250
4401	31237	4243
4402	31245	4236
4403	31251	4229
4404	31259	4222
4405	31266	4215
4406	31272	4207
4407	31280	4200
4408	31286	4193
4409	31292	4186
4410	31299	4179
4411	31309	4172
4412	31316	4165
4413	31323	4158
4414	31329	4151
4415	31335	4143
4416	31341	4136
4417	31347	4129
4418	31353	4122
4419	31360	4115
4420	31366	4107
4421	31372	4100
4422	31378	4093
4423	31385	4086
4424	31391	4079
4425	31398	4072
4426	31407	4065
4427	31413	4057
4428	31419	4050
4429	31425	4043
4430	31431	4036
4431	31437	4028
4432	31442	4021
4433	31448	4014
4434	31454	4007
4435	31460	3999
4436	31465	3992
4437	31474	3985
4438	31481	3978
4439	31487	3971
4440	31492	3964
4441	31498	3956
4442	31504	3949
4443	31511	3942
4444	31516	3935
4445	31522	3927
4446	31527	3920
4447	31533	3913
4448	31539	3906
4449	31544	3898
4450	31550	3891
4451	31556	3884
4452	31560	3876
4453	31566	3869
4454	31574	3862
4455	31581	3855
4456	31587	3848
4457	31592	3841
4458	31598	3833
4459	31604	3826
4460	31610	3819
4461	31616	3812
4462	31621	3804
4463	31627	3797
4464	31640	3791
4465	31645	3783
4466	31651	3776
4467	31657	3769
4468	31663	3762
4469	31669	3754
4470	31675	3747
4471	31681	3740
4472	31686	3733
4473	31692	3726
4474	31698	3718
4475	31704	3711
4476	31709	3704
4477	31714	3696
4478	31720	3689
4479	31725	3682
4480	31731	3675
4481	31737	3668
4482	31744	3660
4483	31749	3653
4484	31754	3646
4485	31760	3639
4486	31765	3631
4487	31771	3624
4488	31777	3617
4489	31784	3610
4490	31790	3603
4491	31796	3595
4492	31806	3589
4493	31811	3581
4494	31817	3574
4495	31823	3567
4496	31828	3560
4497	31834	3552
4498	31839	3545
4499	31845	3538
4500	31850	3531
4501	31856	3523
4502	31862	3516
4503	31867	3509
4504	31873	3502
4505	31879	3494
4506	31885	3487
4507	31889	3480
4508	31895	3473
4509	31901	3466
4510	31909	3458
4511	31916	3451
4512	31923	3444
4513	31929	3437
4514	31934	3430
4515	31939	3423
4516	31945	3415
4517	31950	3408
4518	31955	3401
4519	31961	3394
4520	31966	3386
4521	31971	3379
4522	31977	3372
4523	31984	3365
4524	31991	3358
4525	31997	3351
4526	32002	3343
4527	32009	3336
4528	32014	3329
4529	32021	3322
4530	32028	3315
4531	32033	3308
4532	32040	3300
4533	32046	3293
4534	32052	3286
4535	32057	3279
4536	32063	3272
4537	32070	3264
4538	32077	3257
4539	32082	3250
4540	32088	3243
4541	32093	3236
4542	32099	3228
4543	32104	3221
4544	32110	3214
4545	32115	3207
4546	32122	3200
4547	32127	3192
4548	32134	3185
4549	32140	3178
4550	32145	3171
4551	32150	3164
4552	32156	3157
4553	32163	3149
4554	32169	3142
4555	32175	3135
4556	32182	3128
4557	32187	3121
4558	32193	3114
4559	32199	3106
4560	32204	3099
4561	32209	3092
4562	32214	3085
4563	32220	3078
4564	32226	3070
4565	32232	3063
4566	32238	3056
4567	32244	3049
4568	32251	3042
4569	32256	3035
4570	32261	3027
4571	32267	3020
4572	32272	3013
4573	32278	3006
4574	32285	2999
4575	32290	2991
4576	32296	2984
4577	32303	2977
4578	32312	2970
4579	32317	2963
4580	32323	2956
4581	32329	2949
4582	32335	2942
4583	32341	2934
4584	32346	2927
4585	32352	2920
4586	32357	2913
4587	32363	2906
4588	32368	2899
4589	32374	2891
4590	32379	2884
4591	32385	2877
4592	32391	2870
4593	32396	2863
4594	32403	2856
4595	32409	2848
4596	32416	2841
4597	32421	2834
4598	32426	2827
4599	32432	2820
4600	32437	2813
4601	32443	2805
4602	32450	2798
4603	32456	2791
4604	32463	2784
4605	32469	2777
4606	32476	2770
4607	32482	2763
4608	32491	2756
4609	32497	2749
4610	32502	2742
4611	32507	2734
4612	32514	2727
4613	32519	2720
4614	32524	2713
4615	32530	2706
4616	32536	2699
4617	32542	2691
4618	32548	2684
4619	32554	2677
4620	32560	2670
4621	32566	2663
4622	32573	2656
4623	32578	2649
4624	32585	2642
4625	32592	2634
4626	32597	2627
4627	32603	2620
4628	32609	2613
4629	32615	2606
4630	32621	2599
4631	32627	2592
4632	32633	2585
4633	32639	2577
4634	32644	2570
4635	32650	2563
4636	32656	2556
4637	32662	2549
4638	32670	2542
4639	32676	2535
4640	32682	2528
4641	32687	2520
4642	32693	2513
4643	32697	2506
4644	32704	2499
4645	32710	2492
4646	32715	2485
4647	32721	2478
4648	32726	2470
4649	32732	2463
4650	32737	2456
4651	32742	2449
4652	32748	2442
4653	32759	2435
4654	32766	2428
4655	32771	2421
4656	32776	2414
4657	32782	2406
4658	32786	2399
4659	32792	2392
4660	32798	2385
4661	32804	2378
4662	32809	2371
4663	32815	2364
4664	32820	2356
4665	32826	2349
4666	32833	2342
4667	32838	2335
4668	32844	2328
4669	32850	2321
4670	32856	2314
4671	32861	2307
4672	32867	2299
4673	32873	2292
4674	32878	2285
4675	32883	2278
4676	32889	2271
4677	32894	2264
4678	32899	2257
4679	32904	2249
4680	32910	2242
4681	32916	2235
4682	32923	2228
4683	32930	2221
4684	32935	2214
4685	32941	2207
4686	32947	2200
4687	32955	2193
4688	32961	2186
4689	32968	2179
4690	32974	2172
4691	32981	2165
4692	32990	2158
4693	32998	2151
4694	33005	2144
4695	33012	2137
4696	33020	2130
4697	33028	2123
4698	33034	2116
4699	33041	2109
4700	33048	2102
4701	33054	2094
4702	33060	2087
4703	33067	2080
4704	33073	2073
4705	33081	2066
4706	33088	2059
4707	33093	2052
4708	33100	2045
4709	33107	2038
4710	33114	2031
4711	33121	2024
4712	33127	2017
4713	33134	2010
4714	33140	2003
4715	33147	1996
4716	33154	1989
4717	33161	1982
4718	33167	1974
4719	33173	1967
4720	33179	1960
4721	33185	1953
4722	33191	1946
4723	33197	1939
4724	33203	1932
4725	33208	1925
4726	33214	1918
4727	33220	1911
4728	33227	1904
4729	33233	1897
4730	33240	1889
4731	33247	1882
4732	33253	1875
4733	33259	1868
4734	33265	1861
4735	33270	1854
4736	33276	1847
4737	33282	1840
4738	33288	1833
4739	33293	1826
4740	33299	1819
4741	33309	1812
4742	33316	1805
4743	33321	1798
4744	33327	1791
4745	33333	1783
4746	33338	1776
4747	33344	1769
4748	33349	1762
4749	33354	1755
4750	33361	1748
4751	33367	1741
4752	33372	1734
4753	33378	1727
4754	33383	1720
4755	33390	1713
4756	33395	1705
4757	33401	1698
4758	33407	1691
4759	33413	1684
4760	33419	1677
