iter	RMSE
147	0.2814383767
148	0.2813126926
149	0.2811997215
150	0.2808391179
151	0.2806560602
152	0.280531679
153	0.2804788618
154	0.2803997752
155	0.2802371521
156	0.28014012
157	0.280028759
158	0.2798787417
159	0.2795388598
160	0.279383458
161	0.2791678842
162	0.279074568
163	0.2788549098
164	0.2787262243
165	0.2786052412
166	0.2785277146
167	0.2783586334
168	0.278252304
169	0.278230284
170	0.2782009258
171	0.2781097377
172	0.2779666217
173	0.2778533191
174	0.2777609008
175	0.277459134
176	0.2771452876
177	0.2769921825
178	0.2769374426
179	0.2766936218
180	0.2766412516
181	0.2765000601
182	0.2763462163
183	0.2762353798
184	0.2760255597
185	0.2759607783
186	0.2758975368
187	0.2758050927
188	0.2757161957
189	0.2756298192
190	0.2755564527
191	0.2753724734
192	0.275353524
193	0.2751766761
194	0.2750602783
195	0.2750118142
196	0.2749634749
197	0.2748692875
198	0.2746867164
199	0.2744830526
200	0.2744693736
201	0.2743955546
202	0.2742618117
203	0.2742447068
204	0.2741963367
205	0.2739585324
206	0.2739064308
207	0.2738865707
208	0.2738045885
209	0.2737280466
210	0.2736646401
211	0.2736387797
212	0.2735609143
213	0.273262878
214	0.273229838
215	0.2729721756
216	0.2729278211
217	0.2728303843
218	0.272643193
219	0.2724916164
220	0.2723825916
221	0.2722022778
222	0.2720355129
223	0.271928876
224	0.2718898197
225	0.2717226327
226	0.2716850379
227	0.2716493767
228	0.2716203462
229	0.2716002788
230	0.2714662002
231	0.2713113232
232	0.271158131
233	0.2711236152
234	0.2710962828
235	0.2710753296
236	0.2709677595
237	0.2708048489
238	0.2706244812
239	0.2706014402
240	0.2705837859
241	0.270428819
242	0.2704041113
243	0.2702727154
244	0.2702480179
245	0.2700343997
246	0.2698462919
247	0.2697025507
248	0.2696330017
249	0.2694879188
250	0.2693360729
251	0.2692635262
252	0.269083109
253	0.2690642968
254	0.2690441709
255	0.2689133759
256	0.2687285944
257	0.2687107241
258	0.2686657858
259	0.2685344728
260	0.2684879878
261	0.268360463
262	0.2682735508
263	0.2681934733
264	0.2681742088
265	0.2681523202
266	0.2680351736
267	0.2678496551
268	0.2677914533
269	0.2677716164
270	0.2677539389
271	0.2676900432
272	0.2674220741
273	0.2673464434
274	0.2673321941
275	0.2671688554
276	0.2670377182
277	0.266935588
278	0.2667701849
279	0.2667176687
280	0.2665882969
281	0.2665037474
282	0.266348317
283	0.2663310546
284	0.2662789131
285	0.2661708712
286	0.2661460457
287	0.2659707038
288	0.2658712499
289	0.2657513263
290	0.2657314015
291	0.2656010216
292	0.265471678
293	0.2654018335
294	0.2652999672
295	0.2652853883
296	0.2652416274
297	0.2650727064
298	0.2650309307
299	0.2650083773
300	0.2648025648
301	0.2646843059
302	0.2646053261
303	0.2645895333
304	0.2643824424
305	0.2642057916
306	0.2641038866
307	0.2640915313
308	0.263969199
309	0.2639150687
310	0.2639030225
311	0.2637922665
312	0.2637803953
313	0.2636748396
314	0.2636139943
315	0.2635115614
316	0.2633384065
317	0.2632179881
318	0.263108983
319	0.2630853629
320	0.2630713896
321	0.2630564985
322	0.2630014828
323	0.2628993346
324	0.2627885057
325	0.2626877111
326	0.2626746018
327	0.2625561443
328	0.2625160114
329	0.2623852309
330	0.262362179
331	0.2623123078
332	0.2621694755
333	0.2620617018
334	0.2619865919
335	0.2619760571
336	0.2618271215
337	0.2617244268
338	0.2616193584
339	0.2616067016
340	0.2615850733
341	0.2614799563
342	0.2614466142
343	0.2614365071
344	0.2613546537
345	0.2613344497
346	0.2612802606
347	0.2612211193
348	0.2611566532
349	0.2611445904
350	0.2610071633
351	0.2609548192
352	0.2608648556
353	0.260829333
354	0.2607384278
355	0.2606897126
356	0.260676655
357	0.2605781045
358	0.2604911517
359	0.2604343175
360	0.2602935912
361	0.2602841204
362	0.2601331324
363	0.2599780366
364	0.2598353929
365	0.2597513959
366	0.2596335261
367	0.2595684938
368	0.2594616415
369	0.2593101772
370	0.2592039747
371	0.2590367689
372	0.2590188866
373	0.258928757
374	0.2588935845
375	0.2588792
376	0.2587851412
377	0.258772289
378	0.2586495131
379	0.2586405244
380	0.2585746657
381	0.2584926851
382	0.2584735877
383	0.2584012877
384	0.2582354255
385	0.2581548207
386	0.2580836076
387	0.2579846969
388	0.257885461
389	0.2578327713
390	0.2578065038
391	0.2577751529
392	0.2577583662
393	0.2576615192
394	0.2575656146
395	0.2574492552
396	0.2574405539
397	0.2573586615
398	0.2572896117
399	0.2572074707
400	0.2571961568
401	0.2571878452
402	0.2571487584
403	0.2570919501
404	0.2570778497
405	0.2569878152
406	0.25694722
407	0.2568063916
408	0.2567326282
409	0.2566737275
410	0.2565809813
411	0.2564589908
412	0.2563840633
413	0.2562880308
414	0.2562051036
415	0.2561319176
416	0.256047839
417	0.2559876889
418	0.2559767613
419	0.2559110387
420	0.2558626958
421	0.2558398026
422	0.2557367887
423	0.2557281487
424	0.2556680475
425	0.2556603123
426	0.2556541146
427	0.2556480707
428	0.2555763053
429	0.2554728539
430	0.2553582789
431	0.2553344444
432	0.2553127566
433	0.2552117709
434	0.2551170695
435	0.2550242394
436	0.2550023604
437	0.2549429869
438	0.2549216545
439	0.2548963774
440	0.2548711134
441	0.2548515077
442	0.2547579954
443	0.2546219156
444	0.254597196
445	0.254521587
446	0.2544355162
447	0.2543634444
448	0.2543557009
449	0.2542764268
450	0.2542619473
451	0.2542562028
452	0.2542188404
453	0.2541533901
454	0.2540919506
455	0.2539917768
456	0.2538812328
457	0.2537488365
458	0.2536777635
459	0.2536447997
460	0.253579488
461	0.2535421235
462	0.2534985131
463	0.2534794028
464	0.2534099796
465	0.2533225736
466	0.2533169621
467	0.2531968815
468	0.2531873439
469	0.2530684605
470	0.2530362576
471	0.2529995599
472	0.2529511209
473	0.2529340553
474	0.2528783738
475	0.2528066801
476	0.2527312276
477	0.2526336434
478	0.2525804084
479	0.2525114541
480	0.2524006901
481	0.2523305817
482	0.2522597013
483	0.2521909434
484	0.2521838243
485	0.2521778759
486	0.2520950472
487	0.2520391193
488	0.2519470516
489	0.2518478085
490	0.2517697594
491	0.251761108
492	0.2517000548
493	0.2516793869
494	0.2516349944
495	0.2515328886
496	0.2514155033
497	0.2514071988
498	0.2512743441
499	0.2511831687
500	0.2510939295
501	0.2510341724
502	0.2508691243
503	0.2508606419
504	0.2507765016
505	0.2506902045
506	0.250608841
507	0.2505861786
508	0.2504913188
509	0.2504862819
510	0.2504110025
511	0.2503420135
512	0.2502540547
513	0.2502486077
514	0.2501834214
515	0.2501368214
516	0.2501134985
517	0.2500088548
518	0.2499018364
519	0.2498785558
520	0.2497904531
521	0.2497465269
522	0.2496997201
523	0.2496778253
524	0.2496076426
525	0.2495731003
526	0.2494918015
527	0.2493873578
528	0.2492646767
529	0.2491630706
530	0.2491492451
531	0.2491429224
532	0.2490535069
533	0.2489902037
534	0.2489855597
535	0.2489000368
536	0.2488693391
537	0.2488572519
538	0.2487979268
539	0.2487929084
540	0.2487162993
541	0.2486444892
542	0.2485946205
543	0.2485631771
544	0.2485394712
545	0.2484342262
546	0.2483278751
547	0.2482838986
548	0.248228112
549	0.2482170951
550	0.2481496895
551	0.2481030644
552	0.2480138625
553	0.248007485
554	0.2479405059
555	0.2479254795
556	0.2478476569
557	0.2478348614
558	0.2478241454
559	0.2477394616
560	0.2476288526
561	0.2475453759
562	0.2474964753
563	0.2474378516
564	0.2473585878
565	0.2473542453
566	0.2473500107
567	0.2472576897
568	0.2472449715
569	0.2471985956
570	0.2471944683
571	0.2471382606
572	0.2471143185
573	0.2470347214
574	0.2469622158
575	0.2468806353
576	0.2468287699
577	0.2467625215
578	0.2466332868
579	0.2465831433
580	0.2465146377
581	0.2465079155
582	0.2463835842
583	0.2463595745
584	0.2463457528
585	0.2463161181
586	0.2463055005
587	0.2462673022
588	0.2461867033
589	0.2460993393
590	0.2459791533
591	0.2459110576
592	0.2458271106
593	0.245817452
594	0.2457460358
595	0.2457320058
596	0.245666347
597	0.2456375851
598	0.2456280946
599	0.2455934766
600	0.2455268631
601	0.2454863682
602	0.2454517973
603	0.2453923681
604	0.2453328415
605	0.2453153665
606	0.2452405402
607	0.2451704815
608	0.2450827703
609	0.2450702833
610	0.2449916177
611	0.2449796659
612	0.2449284328
613	0.2449240268
614	0.2448320406
615	0.2447583503
616	0.244725452
617	0.2446922752
618	0.2446308829
619	0.2445560403
620	0.2445522254
621	0.2445306138
622	0.2444740215
623	0.2443898049
624	0.2442695163
625	0.24421359
626	0.2442085611
627	0.2441990371
628	0.2441284518
629	0.2441166373
630	0.2440164445
631	0.2440075137
632	0.2439356401
633	0.2439212965
634	0.2438926994
635	0.2437927132
636	0.2437238677
637	0.2437201628
638	0.2436669486
639	0.2436059452
640	0.2436019679
641	0.2435931265
642	0.2435383366
643	0.2434687136
644	0.243442605
645	0.2434349972
646	0.2433744926
647	0.2433634495
648	0.2433581682
649	0.243302948
650	0.2432994406
651	0.2432227058
652	0.2431628305
653	0.2431594175
654	0.2431512405
655	0.2431406294
656	0.2430322731
657	0.2429503503
658	0.2429303147
659	0.2428653551
660	0.2427788524
661	0.2427055998
662	0.2426551614
663	0.2425517499
664	0.2424980504
665	0.2424277791
666	0.2423838302
667	0.2423176789
668	0.2422477602
669	0.2422324696
670	0.2421730564
671	0.2421643132
672	0.242117115
673	0.2421039934
674	0.2420545248
675	0.242011442
676	0.2419465776
677	0.2419046418
678	0.2418332556
679	0.2417538567
680	0.241711902
681	0.2416453474
682	0.2415741095
683	0.241555462
684	0.2415349337
685	0.2415316373
686	0.2415050173
687	0.2414827512
688	0.24147201
689	0.2414681192
690	0.2414190353
691	0.2413235026
692	0.2412553289
693	0.241214631
694	0.2411531168
695	0.2410997365
696	0.2410962924
697	0.241059976
698	0.2410124997
699	0.2409564509
700	0.240943019
701	0.2408876247
702	0.2408638658
703	0.2408552311
704	0.2408496469
705	0.2408425077
706	0.2408263087
707	0.2407814573
708	0.2407783797
709	0.2407159502
710	0.2406699561
711	0.2406457048
712	0.2405648038
713	0.2405063962
714	0.2404486311
715	0.2404456127
716	0.2403910174
717	0.2403715114
718	0.2403528313
719	0.2402650753
720	0.2401912099
721	0.2401109466
722	0.240107768
723	0.2401033414
724	0.2400954853
725	0.2400207475
726	0.2400002962
727	0.2399972239
728	0.2399210989
729	0.2398761652
730	0.2398260019
731	0.239735289
732	0.2396984091
733	0.2396526815
734	0.2396026096
735	0.2395636404
736	0.2395538748
737	0.2395067237
738	0.2394625756
739	0.239424137
740	0.2393759548
741	0.2393670908
742	0.239347716
743	0.239344688
744	0.2393186475
745	0.23928007
746	0.2392208063
747	0.239126174
748	0.2390613886
749	0.2390584641
750	0.2390513631
751	0.2389875247
752	0.2389285507
753	0.2389076559
754	0.2388987937
755	0.2388188257
756	0.2388161302
757	0.2387591508
758	0.2387087135
759	0.2386990801
760	0.2386401323
761	0.2386291691
762	0.2385975969
763	0.2385678063
764	0.238533059
765	0.2385271617
766	0.2385243622
767	0.2384712603
768	0.2384129011
769	0.2384052805
770	0.2383361124
771	0.2383292652
772	0.2383178664
773	0.2382625884
774	0.2382021019
775	0.2381528108
776	0.2381463475
777	0.2380945079
778	0.2380245887
779	0.2379739556
780	0.2379226038
781	0.2379198175
782	0.2378532145
783	0.2377917709
784	0.2377842543
785	0.2377777234
786	0.2377023162
787	0.2376961671
788	0.237667492
789	0.2376509896
790	0.2376112918
791	0.2375582264
792	0.2375248102
793	0.237457229
794	0.2373892812
795	0.237365334
796	0.2373626368
797	0.2373121537
798	0.237304419
799	0.2372566475
800	0.2372541673
801	0.2372352819
802	0.2371688051
803	0.2371056414
804	0.2370720464
805	0.2370552119
806	0.2369564211
807	0.2369538205
808	0.2369371881
809	0.2369347669
810	0.236857404
811	0.2368259603
812	0.2367717568
813	0.2367438426
814	0.2366987808
815	0.2366562972
816	0.2365943182
817	0.2365768746
818	0.2365351197
819	0.2364883191
820	0.2364255066
821	0.2363779369
822	0.2363145242
823	0.2362794086
824	0.2362354336
825	0.2361572759
826	0.2361278653
827	0.2361024997
828	0.2361001952
829	0.2360967431
830	0.2360590401
831	0.2360512516
832	0.2359732477
833	0.2359709648
834	0.2359252645
835	0.2358448989
836	0.2358390875
837	0.2357822903
838	0.235780086
839	0.2357278295
840	0.2357255167
841	0.2356749392
842	0.235672819
843	0.2356660708
844	0.2356409914
845	0.2355792587
846	0.2355019931
847	0.2354457906
848	0.2353642184
849	0.2353022544
850	0.2352707866
851	0.2352144565
852	0.2351709706
853	0.2351287178
854	0.2351026772
855	0.235097589
856	0.2350450482
857	0.2350175031
858	0.2349620525
859	0.2349537345
860	0.2349077045
861	0.2348629054
862	0.234789952
863	0.234750045
864	0.2347351544
865	0.2347197463
866	0.2346815274
867	0.2346767705
868	0.2346436897
869	0.2346415384
870	0.2346223194
871	0.234592101
872	0.2345292947
873	0.2344704777
874	0.2344684926
875	0.2344132478
876	0.2344113114
877	0.2343514381
878	0.2343404653
879	0.2343184162
880	0.2342484095
881	0.2341909013
882	0.2341193899
883	0.2340799434
884	0.2340367257
885	0.2339529075
886	0.2338856535
887	0.233850696
888	0.2338071821
889	0.2337408196
890	0.2336865951
891	0.2336217367
892	0.2335758976
893	0.2335330364
894	0.2334906534
895	0.2334887669
896	0.2334530197
897	0.2334059662
898	0.233360118
899	0.2333517402
900	0.2333499168
901	0.233305841
902	0.2332439544
903	0.2331902256
904	0.2331682849
905	0.2331472314
906	0.2331292822
907	0.2330972496
908	0.233030203
909	0.2330121472
910	0.2329525295
911	0.2328965011
912	0.2328649008
913	0.2328629238
914	0.2327917862
915	0.2327766162
916	0.2327349362
917	0.23268881
918	0.232682927
919	0.2326337411
920	0.2326319882
921	0.2325845285
922	0.2325461792
923	0.2325090664
924	0.2325073579
925	0.2325056927
926	0.2324467529
927	0.2323883179
928	0.2323359576
929	0.232294467
930	0.2322887139
931	0.232239729
932	0.2321803591
933	0.232178527
934	0.2321228993
935	0.2320934884
936	0.2320198252
937	0.2319920604
938	0.2319865907
939	0.2319468415
940	0.2319235524
941	0.2318718202
942	0.2318309242
943	0.2317827252
944	0.2317346745
945	0.231698209
946	0.2316759845
947	0.2316366895
948	0.2315731454
949	0.2315686964
950	0.2315419725
951	0.2315027756
952	0.2314609449
953	0.2314563053
954	0.2314007794
955	0.2313540947
956	0.2312913427
957	0.2312576415
958	0.2312560646
959	0.2312496729
960	0.2312477632
961	0.2312045028
962	0.2311969775
963	0.2311639982
964	0.2311144953
965	0.2310805461
966	0.2310524253
967	0.2309958729
968	0.2309580764
969	0.2309301987
970	0.2308778209
971	0.2308720047
972	0.2308394911
973	0.2307808335
974	0.2307280552
975	0.2306928
976	0.2306714225
977	0.2306124004
978	0.2305674567
979	0.2305132281
980	0.2304968941
981	0.2304487305
982	0.2304044708
983	0.2303834776
984	0.2303531691
985	0.2303516365
986	0.2303500419
987	0.2303224722
988	0.2303094598
989	0.2302755629
990	0.2302386718
991	0.2301908078
992	0.2301861015
993	0.230113797
994	0.2300682944
995	0.2300283912
996	0.2299768489
997	0.2298903609
998	0.2298860452
999	0.2298494296
1000	0.2298246193
1001	0.2298230616
1002	0.2297934343
1003	0.2297725786
1004	0.2297087469
1005	0.2296783445
1006	0.2296533337
1007	0.2296127073
1008	0.229585044
1009	0.2295526123
1010	0.2295226172
1011	0.2294659773
1012	0.2294254167
1013	0.2293902109
1014	0.229316565
1015	0.2292787651
1016	0.2292773554
1017	0.2292638665
1018	0.2292078392
1019	0.2291482742
1020	0.2290967556
1021	0.229010787
1022	0.2289655301
1023	0.2289591998
1024	0.2289119087
1025	0.2288642699
1026	0.2288250628
1027	0.2287834548
1028	0.2287550911
1029	0.2286874142
1030	0.2286813248
1031	0.2286310773
1032	0.2285989205
1033	0.2285586314
1034	0.2285536416
1035	0.2284911025
1036	0.2284485314
1037	0.2283999958
1038	0.2283573589
1039	0.228315836
1040	0.2283122756
1041	0.2282505335
1042	0.2282134995
1043	0.2281812302
1044	0.2281279542
1045	0.2280952318
1046	0.228060634
1047	0.2280330005
1048	0.2280072593
1049	0.2279705192
1050	0.2279277763
1051	0.2279262127
1052	0.2278945417
1053	0.2278410543
1054	0.2278240821
1055	0.227759319
1056	0.2277372446
1057	0.2276692102
1058	0.2276678633
1059	0.2275819798
1060	0.2275470021
1061	0.2274691337
1062	0.2274250233
1063	0.2273843855
1064	0.2273830787
1065	0.227369706
1066	0.2273614282
1067	0.227305373
1068	0.2273039051
1069	0.2272571241
1070	0.2272472153
1071	0.2271874224
1072	0.2271580066
1073	0.2271024597
1074	0.2270741787
1075	0.227034307
1076	0.2269809753
1077	0.2269351416
1078	0.2268768636
1079	0.2268754347
1080	0.2268692075
1081	0.2268644412
1082	0.2268046623
1083	0.2267604149
1084	0.2267160825
1085	0.2266658582
1086	0.2266065364
1087	0.2265680873
1088	0.2265339172
1089	0.2264923085
1090	0.2264504123
1091	0.2264089788
1092	0.2264039929
1093	0.2263720804
1094	0.2263273763
1095	0.2263232365
1096	0.2263065346
1097	0.2262617271
1098	0.2262137306
1099	0.2261783169
1100	0.2261462267
1101	0.2261228761
1102	0.2261019019
1103	0.2260667075
1104	0.2260394422
1105	0.2260316571
1106	0.2260304246
1107	0.2259982846
1108	0.2259960843
1109	0.2259890582
1110	0.2259876985
1111	0.2259195721
1112	0.2258862081
1113	0.2258581339
1114	0.2258261495
1115	0.2257881312
1116	0.225726562
1117	0.2256783528
1118	0.2256573353
1119	0.2256312405
1120	0.2255867351
1121	0.2255495894
1122	0.225545689
1123	0.2255155065
1124	0.2254988029
1125	0.225433947
1126	0.2254008742
1127	0.2253971227
1128	0.2253678466
1129	0.225340148
1130	0.2253103195
1131	0.2252882076
1132	0.2252518652
1133	0.2252008369
1134	0.225183318
1135	0.2251638795
1136	0.2251039378
1137	0.2250693424
1138	0.2250342774
1139	0.2249997553
1140	0.2249415358
1141	0.2249402203
1142	0.2249011414
1143	0.2248716376
1144	0.2248676917
1145	0.2248141872
1146	0.2247940976
1147	0.2247327952
1148	0.2246800815
1149	0.224676054
1150	0.224654806
1151	0.2246222621
1152	0.2246150463
1153	0.2245870885
1154	0.2245473672
1155	0.224543375
1156	0.2244707423
1157	0.2244648819
1158	0.2244145318
1159	0.2243760321
1160	0.2243392442
1161	0.2243142141
1162	0.2242690079
1163	0.2242537181
1164	0.2242503716
1165	0.2242194633
1166	0.2241704954
1167	0.2241208628
1168	0.2241195907
1169	0.2240946137
1170	0.2240570056
1171	0.2240035646
1172	0.2239661439
1173	0.2239208961
1174	0.2238797547
1175	0.2238221669
1176	0.2238185854
1177	0.2238173809
1178	0.2237801996
1179	0.2237381408
1180	0.2237048787
1181	0.2236826153
1182	0.223646596
1183	0.2236206795
1184	0.2235854504
1185	0.2235818794
1186	0.2235438471
1187	0.2235021216
1188	0.2234654217
1189	0.2234207262
1190	0.2233956633
1191	0.2233536807
1192	0.2233381969
1193	0.2233370136
1194	0.2232878256
1195	0.2232867362
1196	0.2232517758
1197	0.2231964807
1198	0.2231931585
1199	0.2231221015
1200	0.223120525
1201	0.2230864569
1202	0.2230831788
1203	0.2230397026
1204	0.22299453
1205	0.222962374
1206	0.2229370184
1207	0.2229338462
1208	0.2228800201
1209	0.2228708186
1210	0.2228398644
1211	0.2228234135
1212	0.2227907822
1213	0.222751114
1214	0.2227499871
1215	0.2227241507
1216	0.2226741862
1217	0.2226474228
1218	0.2226268178
1219	0.2226255276
1220	0.222580467
1221	0.2225295963
1222	0.2224821225
1223	0.2224375541
1224	0.2224126122
1225	0.2223615307
1226	0.2223369432
1227	0.2222992091
1228	0.2222794561
1229	0.2222468194
1230	0.2221996036
1231	0.222196515
1232	0.2221806754
1233	0.2221508128
1234	0.2221052798
1235	0.2220748472
1236	0.2220291226
1237	0.2219992215
1238	0.2219686925
1239	0.221941481
1240	0.2218935421
1241	0.2218653421
1242	0.2218278164
1243	0.221792355
1244	0.2217642535
1245	0.2217579705
1246	0.2217287601
1247	0.2216936026
1248	0.2216630017
1249	0.221637404
1250	0.2216222497
1251	0.2216200336
1252	0.2215962113
1253	0.2215500975
1254	0.2215211597
1255	0.221481633
1256	0.2214326259
1257	0.2213862302
1258	0.2213851289
1259	0.2213437821
1260	0.2213391449
1261	0.2213380786
1262	0.2213004267
1263	0.2212553486
1264	0.2212523687
1265	0.2212197636
1266	0.2211861279
1267	0.2211840876
1268	0.2211451436
1269	0.2211159704
1270	0.22107139
1271	0.2210447629
1272	0.2210168949
1273	0.2209887955
1274	0.2209662541
1275	0.2209231885
1276	0.2208856902
1277	0.2208764074
1278	0.2208408636
1279	0.2208199095
1280	0.2208006105
1281	0.2207820085
1282	0.2207451713
1283	0.2207161504
1284	0.2207134068
1285	0.2206838762
1286	0.2206828268
1287	0.2206602747
1288	0.2206316296
1289	0.2205922141
1290	0.2205711431
1291	0.2204989024
1292	0.2204976799
1293	0.2204376011
1294	0.220434298
1295	0.2203859339
1296	0.2203386799
1297	0.2202963134
1298	0.2202658574
1299	0.2202388565
1300	0.2202081459
1301	0.2201992991
1302	0.2201981923
1303	0.2201683692
1304	0.2201498576
1305	0.2201466277
1306	0.2201431806
1307	0.2201126512
1308	0.2201097616
1309	0.220098469
1310	0.220063309
1311	0.2200219263
1312	0.2200209726
1313	0.2200029413
1314	0.2199768187
1315	0.2199463281
1316	0.2199452751
1317	0.2199223892
1318	0.2198973459
1319	0.2198761192
1320	0.2198733811
1321	0.2198190219
1322	0.2197910287
1323	0.2197442712
1324	0.2197186872
1325	0.2196983216
1326	0.219667265
1327	0.2196296993
1328	0.2195979697
1329	0.2195970412
1330	0.2195513255
1331	0.2195153725
1332	0.2194593514
1333	0.2194439245
1334	0.2194148704
1335	0.2193974422
1336	0.2193649582
1337	0.2193528132
1338	0.2193269763
1339	0.2192987766
1340	0.2192813069
1341	0.2192584639
1342	0.2191937238
1343	0.2191801792
1344	0.2191576408
1345	0.219137825
1346	0.2191089316
1347	0.2190975234
1348	0.2190668719
1349	0.2190644381
1350	0.2190519346
1351	0.2190246172
1352	0.2189914397
1353	0.2189491011
1354	0.2189481655
1355	0.2189258048
1356	0.2188965615
1357	0.2188287049
1358	0.2187933179
1359	0.2187903826
1360	0.2187735635
1361	0.2187659059
1362	0.2187132997
1363	0.218707293
1364	0.2186698692
1365	0.2186689502
1366	0.2186270608
1367	0.2186149313
1368	0.218563434
1369	0.2185455752
1370	0.2185211207
1371	0.2184824985
1372	0.2184378412
1373	0.2184208559
1374	0.2184199436
1375	0.2184138226
1376	0.2183984604
1377	0.2183676065
1378	0.2183474134
1379	0.2182749567
1380	0.2182420013
1381	0.218241038
1382	0.2182196365
1383	0.2181720114
1384	0.2181392637
1385	0.2181264003
1386	0.2181150496
1387	0.2181126817
1388	0.2180631942
1389	0.2180065708
1390	0.2179803106
1391	0.2179520779
1392	0.217931158
1393	0.2178967957
1394	0.2178703083
1395	0.2178192214
1396	0.2177883989
1397	0.2177352171
1398	0.2177097893
1399	0.2176579537
1400	0.2176516473
1401	0.2176034406
1402	0.21755988
1403	0.2175146427
1404	0.2174858407
1405	0.2174849468
1406	0.2174813034
1407	0.2174342106
1408	0.2174123941
1409	0.2174103769
1410	0.2173789685
1411	0.2173779759
1412	0.217328228
1413	0.21728542
1414	0.2172679436
1415	0.2172302828
1416	0.2171973812
1417	0.2171750782
1418	0.2171542215
1419	0.217122718
1420	0.2170861189
1421	0.217051795
1422	0.2170203152
1423	0.2169971101
1424	0.2169437411
1425	0.2168991732
1426	0.2168966737
1427	0.216895801
1428	0.2168662562
1429	0.2168434551
1430	0.2168198822
1431	0.2167721741
1432	0.2167713206
1433	0.2167373647
1434	0.2167010231
1435	0.2166632808
1436	0.2166140645
1437	0.2166107551
1438	0.2165807059
1439	0.2165798671
1440	0.2165366935
1441	0.2165358578
1442	0.2165175426
1443	0.2165011492
1444	0.2164986363
1445	0.2164768652
1446	0.2164488444
1447	0.2164336515
1448	0.2164328477
1449	0.2164137286
1450	0.2163884764
1451	0.2163754362
1452	0.2163746455
1453	0.216349338
1454	0.2163143972
1455	0.2162942542
1456	0.2162511774
1457	0.2162109601
1458	0.2161934404
1459	0.2161904502
1460	0.2161727548
1461	0.2161486363
1462	0.2161244037
1463	0.2161060477
1464	0.2160657209
1465	0.2160470592
1466	0.215998706
1467	0.2159638186
1468	0.2159500209
1469	0.2159097884
1470	0.2158492532
1471	0.2158168703
1472	0.2157935776
1473	0.2157645786
1474	0.2157074354
1475	0.2156727583
1476	0.215671925
1477	0.2156357347
1478	0.215604788
1479	0.2155731844
1480	0.2155495821
1481	0.215523663
1482	0.2154937698
1483	0.2154547273
1484	0.2154379702
1485	0.2153965725
1486	0.2153917637
1487	0.2153621967
1488	0.215359767
1489	0.2153275342
1490	0.2153129064
1491	0.215311214
1492	0.215310451
1493	0.2152928237
1494	0.215265677
1495	0.2152455482
1496	0.2152246016
1497	0.2151923743
1498	0.2151487131
1499	0.2151261663
1500	0.2151253976
1501	0.2151027808
1502	0.2150695997
1503	0.2150467178
1504	0.2150283963
1505	0.2150065009
1506	0.2149700432
1507	0.2149352243
1508	0.2149200016
1509	0.2148996918
1510	0.2148642896
1511	0.2148391077
1512	0.2148268316
