iter	RMSE
1513	0.2147906028
1514	0.2147831658
1515	0.2147483169
1516	0.2146976989
1517	0.2146787533
1518	0.2146780141
1519	0.2146773267
1520	0.2146622106
1521	0.2146187985
1522	0.2145940812
1523	0.2145878136
1524	0.2145636524
1525	0.2145629362
1526	0.2145388487
1527	0.2145118917
1528	0.214465383
1529	0.2144496146
1530	0.2144129664
1531	0.2143888503
1532	0.214388142
1533	0.2143873942
1534	0.2143460764
1535	0.2143440202
1536	0.2143221711
1537	0.2142962557
1538	0.2142955053
1539	0.2142538251
1540	0.2142531544
1541	0.2142281478
1542	0.2141849586
1543	0.2141661638
1544	0.2141368055
1545	0.2140953077
1546	0.2140686846
1547	0.2140532425
1548	0.2140325122
1549	0.2139971372
1550	0.2139630752
1551	0.2139064871
1552	0.2138699125
1553	0.2138432158
1554	0.2138102099
1555	0.2138054762
1556	0.2137616403
1557	0.2137241539
1558	0.2137222528
1559	0.2137067284
1560	0.2137028036
1561	0.2136704139
1562	0.2136342207
1563	0.213618489
1564	0.2136089249
1565	0.2136082172
1566	0.2135722175
1567	0.213551746
1568	0.2135362166
1569	0.21351504
1570	0.2135085661
1571	0.2134841722
1572	0.213473936
1573	0.2134717076
1574	0.213430524
1575	0.2134275582
1576	0.2134269189
1577	0.2133925721
1578	0.213372326
1579	0.2133580403
1580	0.2133238206
1581	0.2133059351
1582	0.2132471252
1583	0.2132221623
1584	0.2132054232
1585	0.2131679664
1586	0.2131673109
1587	0.2131313661
1588	0.2131104136
1589	0.2130709207
1590	0.213048946
1591	0.2130263571
1592	0.2130041317
1593	0.2129879477
1594	0.2129605671
1595	0.2129226203
1596	0.2128608606
1597	0.2128238823
1598	0.2128220531
1599	0.212791759
1600	0.2127586411
1601	0.212706502
1602	0.2126856782
1603	0.2126248656
1604	0.2126116465
1605	0.2125957587
1606	0.2125737153
1607	0.2125731318
1608	0.2125537613
1609	0.2125418574
1610	0.2125205005
1611	0.2124871762
1612	0.2124641848
1613	0.212440196
1614	0.212419185
1615	0.2123848139
1616	0.212351505
1617	0.2123388551
1618	0.2123211378
1619	0.2122673516
1620	0.2122415882
1621	0.212210302
1622	0.2122087049
1623	0.2121541841
1624	0.2121535862
1625	0.2121462163
1626	0.2121192874
1627	0.2120932217
1628	0.2120720994
1629	0.2120715031
1630	0.2120708936
1631	0.2120702719
1632	0.2120695614
1633	0.2120514579
1634	0.2120222087
1635	0.2119852708
1636	0.2119635883
1637	0.211940609
1638	0.2118982227
1639	0.2118364919
1640	0.2118163606
1641	0.2118157359
1642	0.2117791855
1643	0.2117490435
1644	0.2117288249
1645	0.2116802537
1646	0.2116722183
1647	0.2116518024
1648	0.2116040365
1649	0.211585316
1650	0.2115794968
1651	0.2115445349
1652	0.2115235919
1653	0.2115036087
1654	0.2114817587
1655	0.2114503624
1656	0.2114334645
1657	0.2114309524
1658	0.2114303904
1659	0.2113947598
1660	0.2113575347
1661	0.2113344058
1662	0.211301318
1663	0.2112848414
1664	0.2112842827
1665	0.2112837409
1666	0.2112655267
1667	0.2112390529
1668	0.2112340094
1669	0.2112319224
1670	0.2112313963
1671	0.2112309139
1672	0.2112021585
1673	0.211160863
1674	0.2111251998
1675	0.2111003883
1676	0.2110839261
1677	0.2110487187
1678	0.2110311435
1679	0.2110043504
1680	0.2109771938
1681	0.2109478972
1682	0.2109315497
1683	0.2108934031
1684	0.2108929003
1685	0.210874737
1686	0.2108478453
1687	0.2108203325
1688	0.2108032566
1689	0.2107863535
1690	0.2107530258
1691	0.210746823
1692	0.2107246883
1693	0.2107063573
1694	0.2106816747
1695	0.2106651599
1696	0.2106452539
1697	0.2106026124
1698	0.2105618869
1699	0.2105480755
1700	0.210514122
1701	0.2105135764
1702	0.2104917646
1703	0.2104451163
1704	0.2104020787
1705	0.2103799103
1706	0.2103793974
1707	0.2103532329
1708	0.2103350699
1709	0.2103070501
1710	0.2102982425
1711	0.2102714908
1712	0.2102574703
1713	0.2102569419
1714	0.2102235717
1715	0.2102230681
1716	0.2102181791
1717	0.2101678433
1718	0.2101463628
1719	0.2101172441
1720	0.210082248
1721	0.2100641641
1722	0.2100366301
1723	0.2100152692
1724	0.2099864613
1725	0.2099625119
1726	0.209931646
1727	0.2099127263
1728	0.2098860496
1729	0.2098586472
1730	0.2098319378
1731	0.209794517
1732	0.2097745234
1733	0.2097531868
1734	0.2097200309
1735	0.2096853675
1736	0.2096407855
1737	0.2096238407
1738	0.2095786036
1739	0.2095453592
1740	0.2095256143
1741	0.2094916426
1742	0.209472309
1743	0.2094431368
1744	0.2094322537
1745	0.2094031813
1746	0.2093705164
1747	0.2093302939
1748	0.2093010905
1749	0.209300629
1750	0.2092990015
1751	0.2092985545
1752	0.2092916222
1753	0.209273827
1754	0.2092623248
1755	0.2092397255
1756	0.2092215975
1757	0.2091957987
1758	0.2091739939
1759	0.2091389414
1760	0.2091151102
1761	0.2090852992
1762	0.2090666192
1763	0.2090410664
1764	0.2090092574
1765	0.208966989
1766	0.2089524717
1767	0.2089376056
1768	0.2089143526
1769	0.2089041596
1770	0.2088784799
1771	0.2088649021
1772	0.208852878
1773	0.20882719
1774	0.20879376
1775	0.2087667103
1776	0.2087303572
1777	0.2087298583
1778	0.2087032743
1779	0.2086789413
1780	0.2086598273
1781	0.2086221938
1782	0.2085982101
1783	0.208566549
1784	0.2085245424
1785	0.2084860378
1786	0.2084818536
1787	0.2084475388
1788	0.2084162535
1789	0.2083891083
1790	0.2083886742
1791	0.2083644172
1792	0.2083383935
1793	0.2083225594
1794	0.2082961827
1795	0.2082713078
1796	0.2082692855
1797	0.2082654391
1798	0.208252135
1799	0.2082305691
1800	0.2081940543
1801	0.2081778802
1802	0.2081594906
1803	0.2081032456
1804	0.2080591878
1805	0.2080243287
1806	0.2079932678
1807	0.2079627326
1808	0.2079604605
1809	0.2079539122
1810	0.2079374294
1811	0.2079061602
1812	0.2078827244
1813	0.2078559607
1814	0.2078276309
1815	0.2077918874
1816	0.2077613349
1817	0.2077397285
1818	0.2076964135
1819	0.2076634525
1820	0.2076608609
1821	0.2076376954
1822	0.2076328674
1823	0.2076062143
1824	0.2075833256
1825	0.2075461887
1826	0.2075183025
1827	0.2075013293
1828	0.2074715448
1829	0.2074434421
1830	0.2074141347
1831	0.2073702426
1832	0.2073564916
1833	0.2073142562
1834	0.2072874269
1835	0.2072607089
1836	0.2072288951
1837	0.2072146974
1838	0.2072142396
1839	0.2071962315
1840	0.207181229
1841	0.2071489402
1842	0.2071124676
1843	0.2070722224
1844	0.2070658579
1845	0.2070150509
1846	0.2069866527
1847	0.2069509741
1848	0.2069170429
1849	0.2068921212
1850	0.2068639128
1851	0.2068421074
1852	0.2068232064
1853	0.2068023099
1854	0.2067797433
1855	0.2067580911
1856	0.2067233145
1857	0.206722821
1858	0.2067073981
1859	0.2066850535
1860	0.2066832327
1861	0.2066506227
1862	0.2066502234
1863	0.2066276484
1864	0.2066112346
1865	0.2065664074
1866	0.2065660153
1867	0.2065655865
1868	0.2065456992
1869	0.2065266866
1870	0.2065110984
1871	0.2064946741
1872	0.2064650536
1873	0.2064367616
1874	0.2064006296
1875	0.2064002579
1876	0.206376423
1877	0.2063760521
1878	0.2063362535
1879	0.2063358265
1880	0.2063174717
1881	0.206287304
1882	0.2062594696
1883	0.2062246321
1884	0.2062060554
1885	0.2061903272
1886	0.2061717871
1887	0.206154835
1888	0.2061301443
1889	0.2061093143
1890	0.2061088972
1891	0.2061085207
1892	0.2060686847
1893	0.2060658043
1894	0.2060307097
1895	0.2060303592
1896	0.2060240813
1897	0.2060072791
1898	0.2059933819
1899	0.2059930409
1900	0.2059852424
1901	0.2059740435
1902	0.2059557069
1903	0.2059201996
1904	0.2058837863
1905	0.2058814196
1906	0.2058516801
1907	0.2058309356
1908	0.2058042259
1909	0.2057790587
1910	0.2057556317
1911	0.2057552719
1912	0.205739037
1913	0.2057386439
1914	0.2057222077
1915	0.205691286
1916	0.2056640534
1917	0.2056637351
1918	0.2056465413
1919	0.2056173289
1920	0.2055833521
1921	0.2055663169
1922	0.2055416522
1923	0.2055194194
1924	0.2054923492
1925	0.2054614742
1926	0.2054280479
1927	0.2054004641
1928	0.2053788066
1929	0.2053641233
1930	0.2053256239
1931	0.2052848456
1932	0.2052536931
1933	0.2052316279
1934	0.2052297501
1935	0.205208098
1936	0.2051991048
1937	0.2051835836
1938	0.2051699606
1939	0.2051400733
1940	0.2051334256
1941	0.2051060822
1942	0.2050772668
1943	0.2050606113
1944	0.205030729
1945	0.2050157327
1946	0.2050073156
1947	0.2049843969
1948	0.2049500656
1949	0.204931172
1950	0.2049130794
1951	0.2049105268
1952	0.2048938646
1953	0.2048790925
1954	0.2048679725
1955	0.2048676426
1956	0.2048583646
1957	0.2048422218
1958	0.2048115989
1959	0.2047860717
1960	0.2047608055
1961	0.2047438444
1962	0.2047234473
1963	0.204700283
1964	0.2046494088
1965	0.2046267765
1966	0.2046056917
1967	0.2046053678
1968	0.2045693672
1969	0.204548205
1970	0.204546547
1971	0.2045447479
1972	0.2045082134
1973	0.2044892072
1974	0.2044853644
1975	0.2044564115
1976	0.2044352643
1977	0.2044176061
1978	0.2044051326
1979	0.2043804811
1980	0.2043482333
1981	0.2043194567
1982	0.2043191075
1983	0.2043076675
1984	0.2042872932
1985	0.204258181
1986	0.2042349837
1987	0.2042057303
1988	0.2041548239
1989	0.2041138015
1990	0.204081179
1991	0.204057974
1992	0.2040287946
1993	0.2040284649
1994	0.2040049823
1995	0.2039858037
1996	0.2039663191
1997	0.2039405798
1998	0.2039121781
1999	0.2038922924
2000	0.2038761358
2001	0.203864679
2002	0.2038355841
2003	0.2038032247
2004	0.2037807975
2005	0.2037692712
2006	0.2037441324
2007	0.2037248883
2008	0.2037052725
2009	0.2036758163
2010	0.2036640479
2011	0.2036495906
2012	0.2036261978
2013	0.2036149704
2014	0.2035794782
2015	0.2035625627
2016	0.2035453677
2017	0.2035016173
2018	0.2034923677
2019	0.2034873381
2020	0.2034726178
2021	0.2034435812
2022	0.2034266973
2023	0.2033804816
2024	0.2033625516
2025	0.2033457001
2026	0.2033158958
2027	0.2033008319
2028	0.2032813459
2029	0.2032810477
2030	0.203270459
2031	0.2032701414
2032	0.2032671028
2033	0.2032359758
2034	0.2032125297
2035	0.2031888
2036	0.2031688662
2037	0.2031685618
2038	0.2031451729
2039	0.2031202376
2040	0.2030970529
2041	0.203080422
2042	0.2030603182
2043	0.2030433005
2044	0.2030405718
2045	0.203007891
2046	0.2029923524
2047	0.2029465788
2048	0.2029302249
2049	0.2029153323
2050	0.2028937721
2051	0.2028726749
2052	0.202855191
2053	0.2028482697
2054	0.2028280702
2055	0.2028277726
2056	0.2028013749
2057	0.2027867305
2058	0.2027864236
2059	0.2027693827
2060	0.2027328838
2061	0.2027066783
2062	0.2026968302
2063	0.2026775089
2064	0.2026695533
2065	0.2026496362
2066	0.2026321521
2067	0.2026070894
2068	0.2025764215
2069	0.2025559092
2070	0.2025417974
2071	0.2025169627
2072	0.2024886268
2073	0.202469583
2074	0.2024289802
2075	0.202408158
2076	0.2023867654
2077	0.2023683173
2078	0.2023455938
2079	0.2023290431
2080	0.2022860819
2081	0.2022627916
2082	0.2022339922
2083	0.202221488
2084	0.2021955181
2085	0.2021400335
2086	0.2021287578
2087	0.2021089668
2088	0.202098016
2089	0.2020680784
2090	0.2020332274
2091	0.2020130109
2092	0.2020124728
2093	0.2019681583
2094	0.2019579585
2095	0.2019293624
2096	0.2019178565
2097	0.2018846283
2098	0.2018723733
2099	0.2018456634
2100	0.2018207747
2101	0.2017967128
2102	0.201789987
2103	0.2017636812
2104	0.2017521315
2105	0.2017195052
2106	0.2017021414
2107	0.201688304
2108	0.2016783531
2109	0.2016433458
2110	0.2016210612
2111	0.2015919523
2112	0.2015773402
2113	0.2015664618
2114	0.2015440999
2115	0.2015188684
2116	0.2015090677
2117	0.2014754955
2118	0.2014634881
2119	0.2014385481
2120	0.2014262635
2121	0.2013960353
2122	0.2013892652
2123	0.2013730751
2124	0.201339913
2125	0.2013228135
2126	0.2013047373
2127	0.201297452
2128	0.2012684714
2129	0.2012372126
2130	0.2012244803
2131	0.2012241504
2132	0.2012056036
2133	0.2011978766
2134	0.2011956697
2135	0.2011694114
2136	0.2011679107
2137	0.2011553337
2138	0.2011361423
2139	0.2011253559
2140	0.2011167738
2141	0.2010861269
2142	0.2010712911
2143	0.201053001
2144	0.2010510334
2145	0.2010295636
2146	0.2009956967
2147	0.2009819303
2148	0.2009626402
2149	0.2009623405
2150	0.200932223
2151	0.2009041104
2152	0.2008856608
2153	0.2008619662
2154	0.2008344362
2155	0.2008296044
2156	0.2008065415
2157	0.2007859822
2158	0.2007605831
2159	0.2007382189
2160	0.2007277936
2161	0.2007030864
2162	0.2006816956
2163	0.2006462355
2164	0.2006305964
2165	0.2006278197
2166	0.2005927688
2167	0.2005856132
2168	0.2005812903
2169	0.2005530868
2170	0.2005527745
2171	0.2005375584
2172	0.2005257547
2173	0.2004849507
2174	0.2004624975
2175	0.200442165
2176	0.2004146585
2177	0.2004104363
2178	0.200408026
2179	0.2003815295
2180	0.2003516005
2181	0.2003459966
2182	0.2002992045
2183	0.2002919548
2184	0.2002785774
2185	0.2002572824
2186	0.2002487706
2187	0.2002153322
2188	0.2001996004
2189	0.2001992737
2190	0.2001758763
2191	0.2001591055
2192	0.2001393884
2193	0.2001330032
2194	0.2001106222
2195	0.2000981095
2196	0.200074404
2197	0.2000741209
2198	0.2000722412
2199	0.2000470821
2200	0.2000467891
2201	0.2000465387
2202	0.2000182272
2203	0.1999879841
2204	0.1999709241
2205	0.1999459715
2206	0.1999153002
2207	0.1998923319
2208	0.1998851127
2209	0.1998562983
2210	0.199828506
2211	0.1998203063
2212	0.199783309
2213	0.1997627002
2214	0.1997388065
2215	0.1997243069
2216	0.199694532
2217	0.19966275
2218	0.1996370933
2219	0.1996218742
2220	0.1996205632
2221	0.1995951989
2222	0.1995732807
2223	0.1995667849
2224	0.1995634958
2225	0.199550104
2226	0.1995192758
2227	0.1995159623
2228	0.1995156859
2229	0.1994838119
2230	0.1994524182
2231	0.1994122181
2232	0.199406703
2233	0.199384074
2234	0.1993588801
2235	0.1993586415
2236	0.1993252031
2237	0.1993103889
2238	0.1992896692
2239	0.1992632668
2240	0.1992558318
2241	0.1992244916
2242	0.1992101796
2243	0.1991878233
2244	0.1991595288
2245	0.1991324347
2246	0.1991082085
2247	0.1991079665
2248	0.1990746124
2249	0.1990662493
2250	0.1990519157
2251	0.1990349062
2252	0.1990136974
2253	0.1989932178
2254	0.1989908229
2255	0.1989624444
2256	0.1989621733
2257	0.1989393606
2258	0.1989285436
2259	0.1989109804
2260	0.1988955224
2261	0.1988704492
2262	0.1988451652
2263	0.1988316035
2264	0.1988099808
2265	0.1987798087
2266	0.1987614491
2267	0.1987455975
2268	0.198736765
2269	0.1987244041
2270	0.1986930907
2271	0.1986683028
2272	0.1986405091
2273	0.1986127854
2274	0.1985916333
2275	0.1985679522
2276	0.1985667129
2277	0.1985241146
2278	0.1985045723
2279	0.1985029239
2280	0.1985026702
2281	0.1984882533
2282	0.1984869356
2283	0.1984733874
2284	0.1984450633
2285	0.1984275811
2286	0.1983804678
2287	0.1983695665
2288	0.1983498695
2289	0.1983483553
2290	0.1983377651
2291	0.198337483
2292	0.1983041455
2293	0.1982665726
2294	0.1982437793
2295	0.1982366503
2296	0.1982143326
2297	0.19818278
2298	0.1981552065
2299	0.1981309172
2300	0.1981108875
2301	0.1981006924
2302	0.1980886275
2303	0.1980705503
2304	0.1980402597
2305	0.1980262292
2306	0.1980018078
2307	0.1979747717
2308	0.1979745155
2309	0.197974246
2310	0.1979514235
2311	0.1979461538
2312	0.1979212915
2313	0.1979210596
2314	0.1979006013
2315	0.1978947079
2316	0.1978786595
2317	0.1978649556
2318	0.1978500456
2319	0.1978456658
2320	0.1978431252
2321	0.1978428981
2322	0.1978132074
2323	0.1977970077
2324	0.1977745056
2325	0.1977522023
2326	0.1977394228
2327	0.1977189903
2328	0.1976756857
2329	0.1976614676
2330	0.1976497081
2331	0.1976292924
2332	0.1976067309
2333	0.1975818118
2334	0.1975567802
2335	0.1975294247
2336	0.1975002565
2337	0.1974914733
2338	0.1974491528
2339	0.1974461079
2340	0.1974328788
2341	0.1974264809
2342	0.197406786
2343	0.1973943316
2344	0.1973668871
2345	0.1973527353
2346	0.1973478975
2347	0.1973272625
2348	0.1972993665
2349	0.1972981633
2350	0.197297907
2351	0.1972670722
2352	0.1972438527
2353	0.1972356287
2354	0.1972196414
2355	0.1971960913
2356	0.1971811873
2357	0.197180187
2358	0.1971729223
2359	0.1971713129
2360	0.1971564532
2361	0.1971181036
2362	0.197109077
2363	0.1970853547
2364	0.1970694958
2365	0.197049883
2366	0.1970321773
2367	0.1970082608
2368	0.1969844444
2369	0.1969672505
2370	0.1969654117
2371	0.1969559013
2372	0.1969523005
2373	0.1969354435
2374	0.1969053622
2375	0.1968663764
2376	0.1968661286
2377	0.1968659141
2378	0.1968526067
2379	0.1968431933
2380	0.1968282324
2381	0.1968280146
2382	0.1968007404
2383	0.1968005646
2384	0.1967862478
2385	0.196777391
2386	0.1967750705
2387	0.1967748902
2388	0.1967532309
2389	0.1967122341
2390	0.1967120693
2391	0.1966904892
2392	0.196660202
2393	0.1966408999
2394	0.1966248593
2395	0.1966166838
2396	0.1966047587
2397	0.196582569
2398	0.1965649934
2399	0.1965450369
2400	0.1965309125
2401	0.1965130739
2402	0.1965047494
2403	0.1965045547
2404	0.1964772549
2405	0.1964515652
2406	0.196449445
2407	0.196415873
2408	0.1963978239
2409	0.1963906972
2410	0.1963715633
2411	0.1963549863
2412	0.1963293549
2413	0.1963138479
2414	0.1963049485
2415	0.1962986214
2416	0.1962774088
2417	0.1962494655
2418	0.1962308724
2419	0.1962038251
2420	0.1961932333
2421	0.1961867472
2422	0.1961639303
2423	0.196163742
2424	0.1961535047
2425	0.1961374911
2426	0.1961066874
2427	0.1961008764
2428	0.1960799875
2429	0.1960529756
2430	0.1960305512
2431	0.1960247585
2432	0.1960245881
2433	0.1960055369
2434	0.1959868917
2435	0.1959694199
2436	0.1959549693
2437	0.1959534194
2438	0.1959363792
2439	0.195922292
2440	0.1958934133
2441	0.1958458432
2442	0.1958354634
2443	0.1958323513
2444	0.1958310787
2445	0.1958109769
2446	0.1958090804
2447	0.1957868447
2448	0.1957619473
2449	0.1957515477
2450	0.195743474
2451	0.1957320866
2452	0.1957114989
2453	0.1957004657
2454	0.1956900942
2455	0.19566806
2456	0.1956669201
2457	0.195643081
2458	0.1956199202
2459	0.1956197535
2460	0.1955798037
2461	0.195579622
2462	0.195568427
2463	0.1955428525
2464	0.1955224303
2465	0.195493541
2466	0.1954665235
2467	0.1954663562
2468	0.1954661784
2469	0.1954389964
2470	0.1954177613
2471	0.1954072491
2472	0.1953944492
2473	0.1953777348
2474	0.19535326
2475	0.1953529269
2476	0.1953258929
2477	0.1953017441
2478	0.195273439
2479	0.1952701124
2480	0.1952622496
2481	0.1952431424
2482	0.1952036537
2483	0.1951958184
2484	0.1951738662
2485	0.1951506725
2486	0.1951233202
2487	0.1951150597
2488	0.195093167
2489	0.195083309
2490	0.1950636825
2491	0.1950372591
2492	0.1950187311
2493	0.1950067669
2494	0.1949870422
2495	0.1949856967
2496	0.1949781597
2497	0.1949532115
2498	0.1949280589
2499	0.1949136397
2500	0.1948932025
2501	0.1948930542
2502	0.1948847089
2503	0.1948696979
2504	0.1948640996
2505	0.1948639333
2506	0.1948572838
2507	0.1948410723
2508	0.1948409117
2509	0.1948009732
2510	0.1947919248
2511	0.1947917751
2512	0.194769616
2513	0.1947460422
2514	0.1947267864
2515	0.1946837778
2516	0.1946607194
2517	0.1946359204
2518	0.1946348981
2519	0.1946263453
2520	0.1946120479
2521	0.1946119064
2522	0.1945949818
2523	0.1945852658
2524	0.1945851149
2525	0.1945777598
2526	0.1945775902
2527	0.1945576834
2528	0.1945383618
2529	0.1945096551
2530	0.1944948569
2531	0.194489422
2532	0.1944691318
2533	0.194452487
2534	0.1944324795
2535	0.1944089185
2536	0.1943903153
2537	0.1943620987
2538	0.1943411394
2539	0.1943209791
2540	0.1943098717
2541	0.1942917811
2542	0.1942713903
2543	0.1942538744
2544	0.1942367499
2545	0.194222607
2546	0.1941905233
2547	0.194178474
2548	0.1941682932
2549	0.1941681695
2550	0.1941413692
2551	0.1941412254
2552	0.1941411079
2553	0.1941263061
2554	0.1941073726
2555	0.194095567
2556	0.1940798278
2557	0.1940796916
2558	0.19406265
2559	0.1940285484
2560	0.1940053356
2561	0.1940039249
2562	0.1940037811
2563	0.1939903311
2564	0.1939800327
2565	0.1939537944
2566	0.193953651
2567	0.1939470055
2568	0.1939345987
2569	0.1939123378
2570	0.1938891825
2571	0.1938760835
2572	0.1938618612
2573	0.1938427983
2574	0.1938214584
2575	0.1938095188
2576	0.1937918615
2577	0.1937621966
2578	0.1937404812
2579	0.1937226101
2580	0.1937094893
2581	0.1936828109
2582	0.1936725455
2583	0.193667595
2584	0.1936462549
2585	0.1936367253
2586	0.1936226881
2587	0.1935915581
2588	0.1935823092
2589	0.1935534973
2590	0.193521773
2591	0.1935033136
2592	0.1934752807
2593	0.1934714343
2594	0.1934675843
2595	0.1934387082
2596	0.1934091948
2597	0.1933885719
2598	0.1933832021
2599	0.1933586949
2600	0.1933510474
2601	0.1933328873
2602	0.1933215746
2603	0.1932912489
2604	0.1932763718
2605	0.1932505987
2606	0.1932403101
2607	0.1932281354
2608	0.193216367
2609	0.1932079063
2610	0.1931891405
2611	0.1931622085
2612	0.1931335691
2613	0.193122783
2614	0.1931129427
2615	0.1930966396
2616	0.1930782983
2617	0.1930583693
2618	0.1930391755
2619	0.1930219786
2620	0.1930113158
2621	0.192993176
2622	0.1929634194
2623	0.1929338302
2624	0.192911401
2625	0.1928956699
2626	0.1928688798
2627	0.192845273
2628	0.1928265875
2629	0.1928127228
2630	0.1927969128
2631	0.1927884005
2632	0.1927696081
2633	0.1927636075
2634	0.1927576964
2635	0.1927424662
2636	0.1927423422
2637	0.1927355296
2638	0.1927190567
2639	0.192693868
2640	0.1926937265
2641	0.1926819537
2642	0.1926818416
2643	0.1926667348
2644	0.1926544398
2645	0.1926406583
2646	0.1926305198
2647	0.1926121232
2648	0.1925930339
2649	0.1925929011
2650	0.1925667946
2651	0.1925486774
2652	0.1925446278
2653	0.1925260899
2654	0.1925259598
2655	0.1925117169
2656	0.192482464
2657	0.1924601701
2658	0.1924558545
2659	0.1924541775
2660	0.1924342545
2661	0.1924207064
2662	0.1923972841
2663	0.1923933482
2664	0.1923932102
2665	0.1923801186
2666	0.192355565
2667	0.192355427
2668	0.1923323271
2669	0.1923181483
2670	0.1923090787
2671	0.1923054629
2672	0.1923053542
2673	0.1922895243
2674	0.1922582933
2675	0.19223921
2676	0.1922267975
2677	0.1922116664
2678	0.1922042861
2679	0.1921836016
2680	0.1921590997
2681	0.1921570923
2682	0.1921465458
2683	0.1921260699
2684	0.1921102609
2685	0.1921101298
2686	0.192110005
2687	0.1920884615
2688	0.1920722149
2689	0.1920615589
2690	0.192047632
2691	0.192029911
2692	0.1920286517
2693	0.1920165824
2694	0.1919843622
2695	0.1919723573
2696	0.1919534186
2697	0.1919436565
2698	0.1919230655
2699	0.1919092443
2700	0.1918984707
2701	0.1918943442
2702	0.1918913231
2703	0.1918794201
2704	0.1918781336
2705	0.191869559
2706	0.191851756
2707	0.1918416512
2708	0.1918216389
2709	0.1918077433
2710	0.1917868831
2711	0.1917551022
2712	0.1917549767
2713	0.1917228915
2714	0.1916969868
2715	0.1916695986
2716	0.1916694622
2717	0.1916473641
2718	0.191639036
2719	0.1916258147
2720	0.1916083391
2721	0.1916082316
2722	0.1916081235
2723	0.1915734709
2724	0.1915432178
2725	0.1915230522
2726	0.1915229313
2727	0.1915106711
2728	0.1915028743
2729	0.1914877815
2730	0.191455986
2731	0.1914387744
2732	0.1914175603
2733	0.1913874175
2734	0.191360752
2735	0.1913598059
2736	0.1913501925
2737	0.1913378769
2738	0.1913241763
2739	0.191321533
2740	0.1913034359
2741	0.1913033122
2742	0.1912929529
2743	0.1912703311
2744	0.1912456201
2745	0.1912301786
2746	0.1912144954
2747	0.1912144012
2748	0.1911987919
2749	0.1911854319
2750	0.1911683027
2751	0.1911553462
2752	0.1911246798
2753	0.1911040137
2754	0.1910809735
2755	0.1910496858
2756	0.1910495765
2757	0.1910221898
2758	0.1910008518
2759	0.1909978918
2760	0.1909697823
2761	0.1909540012
2762	0.1909343494
2763	0.1909218658
2764	0.1909216608
2765	0.1909215624
2766	0.1909214581
2767	0.1909177559
2768	0.1909116646
2769	0.1908929267
2770	0.1908928534
2771	0.1908865556
2772	0.1908808331
2773	0.190862075
2774	0.1908381151
2775	0.1908067614
2776	0.1908066831
2777	0.1907887434
2778	0.1907574467
2779	0.1907200872
2780	0.190709749
2781	0.1907010006
2782	0.1906865344
2783	0.190674697
2784	0.1906514772
2785	0.1906331502
2786	0.1906330415
2787	0.1906206412
2788	0.1906072522
2789	0.1906009317
2790	0.1905801187
2791	0.1905570654
2792	0.1905516823
2793	0.1905358732
2794	0.1905357708
2795	0.1905210915
2796	0.1905106966
2797	0.190497388
2798	0.1904683288
2799	0.1904519619
2800	0.1904518715
2801	0.1904312298
2802	0.1904274185
2803	0.190406976
2804	0.1903987436
2805	0.1903678258
2806	0.1903468898
2807	0.1903416226
2808	0.1903188514
2809	0.1902981633
2810	0.1902842329
2811	0.1902689222
2812	0.1902382137
2813	0.1902151447
2814	0.1901896147
2815	0.190186866
2816	0.1901544264
2817	0.1901385428
2818	0.1901384403
2819	0.1901238583
2820	0.1900961334
2821	0.1900680747
2822	0.1900503724
2823	0.1900193866
2824	0.1900124704
2825	0.1900046032
2826	0.1899712796
2827	0.1899605193
2828	0.1899496254
2829	0.1899360364
2830	0.1899194375
2831	0.1898989189
2832	0.1898988245
2833	0.189863144
2834	0.1898477813
2835	0.1898169232
2836	0.18980592
2837	0.1897929121
2838	0.1897788647
2839	0.1897778002
2840	0.1897776937
2841	0.1897639511
2842	0.1897422743
2843	0.1897388005
2844	0.1897137593
2845	0.1897053395
2846	0.1896872349
2847	0.1896740846
2848	0.189660118
2849	0.1896481674
2850	0.1896406557
2851	0.1896244832
2852	0.1896052428
2853	0.1895689605
2854	0.1895688562
2855	0.1895422823
2856	0.1895327803
2857	0.1895238656
2858	0.1894961138
2859	0.1894731265
2860	0.189456238
2861	0.1894389293
2862	0.189415909
2863	0.1893997682
2864	0.1893907137
2865	0.1893734648
2866	0.1893511287
2867	0.1893279459
2868	0.1893140839
2869	0.1893139939
2870	0.1892881807
2871	0.189271017
2872	0.1892709443
2873	0.1892618099
2874	0.1892468284
2875	0.1892284329
2876	0.1892283528
2877	0.1892252506
2878	0.1891978885
2879	0.189167012
2880	0.1891469067
2881	0.1891275497
2882	0.1891070152
2883	0.1891009152
2884	0.1891008155
2885	0.1890822124
2886	0.1890657547
2887	0.1890450372
2888	0.1890434867
2889	0.1890139795
2890	0.1890061291
2891	0.1890060292
2892	0.1889863955
2893	0.188949739
2894	0.1889342399
2895	0.1889221466
2896	0.1889110584
2897	0.1889109669
2898	0.1889051465
2899	0.1888813406
2900	0.1888702685
2901	0.1888453123
2902	0.1888442214
2903	0.1888309835
2904	0.1888218528
2905	0.1888152893
2906	0.1888004107
2907	0.1887739597
2908	0.1887545823
2909	0.1887390985
2910	0.1887390226
2911	0.1887151566
2912	0.1887011885
2913	0.188695792
2914	0.1886797646
2915	0.1886660038
2916	0.1886578339
2917	0.1886494073
2918	0.188649314
2919	0.1886266477
2920	0.1886265651
2921	0.1886082451
2922	0.1885932657
2923	0.1885902889
2924	0.1885707374
2925	0.1885324948
